nodes,techs,carriers,timesteps,flow_out
NLD,hydro,power,2024-12-23 19:00:00,16375.120554734454
NLD,hydro,power,2024-12-23 20:00:00,17076.999994569076
NLD,hydro,power,2024-12-23 21:00:00,17076.99999453554
NLD,hydro,power,2024-12-23 22:00:00,15600.142299159621
NLD,hydro,power,2024-12-23 23:00:00,13216.43403557394
NLD,hydro,power,2024-12-24 00:00:00,11510.225200297373
NLD,hydro,power,2024-12-24 01:00:00,9519.128565188787
NLD,hydro,power,2024-12-24 02:00:00,8190.088937477051
NLD,hydro,power,2024-12-24 03:00:00,6958.224671030025
NLD,hydro,power,2024-12-24 04:00:00,6557.159650728564
NLD,hydro,power,2024-12-24 05:00:00,7027.876378198754
NLD,hydro,power,2024-12-24 06:00:00,8641.981673569997
NLD,hydro,power,2024-12-24 07:00:00,11168.890079232535
NLD,hydro,power,2024-12-24 08:00:00,13016.87369645547
NLD,hydro,power,2024-12-24 09:00:00,10990.105870494928
NLD,hydro,power,2024-12-24 10:00:00,6461.538967225428
NLD,hydro,power,2024-12-24 11:00:00,2812.234353659684
NLD,hydro,power,2024-12-24 12:00:00,1794.9626619493451
NLD,hydro,power,2024-12-24 13:00:00,1950.5511624717112
NLD,hydro,power,2024-12-24 14:00:00,1740.9356973781062
NLD,hydro,power,2024-12-24 15:00:00,2113.896454816178
NLD,hydro,power,2024-12-24 16:00:00,6704.501346619385
NLD,hydro,power,2024-12-24 17:00:00,12589.65419404457
NLD,hydro,power,2024-12-24 18:00:00,17076.9999945621
NLD,hydro,power,2024-12-24 19:00:00,16711.317387616462
NLD,hydro,power,2024-12-24 20:00:00,15943.789096789527
NLD,hydro,power,2024-12-24 21:00:00,14515.479878867784
NLD,hydro,power,2024-12-24 22:00:00,12717.239209608299
NLD,hydro,power,2024-12-24 23:00:00,11569.047719821381
NLD,hydro,power,2024-12-25 00:00:00,11225.093879166365
NLD,hydro,power,2024-12-25 01:00:00,10733.650429914587
NLD,hydro,power,2024-12-25 02:00:00,10070.998152379429
NLD,hydro,power,2024-12-25 03:00:00,10449.761017552388
NLD,hydro,power,2024-12-25 04:00:00,10730.986055803547
NLD,hydro,power,2024-12-25 05:00:00,10432.849141723327
NLD,hydro,power,2024-12-25 06:00:00,11726.801223427407
NLD,hydro,power,2024-12-25 07:00:00,12636.126112974782
NLD,hydro,power,2024-12-25 08:00:00,13485.22725460215
NLD,hydro,power,2024-12-25 09:00:00,11275.00173843913
NLD,hydro,power,2024-12-25 10:00:00,7381.06961072504
NLD,hydro,power,2024-12-25 11:00:00,5032.884208985675
NLD,hydro,power,2024-12-25 12:00:00,4667.286616553356
NLD,hydro,power,2024-12-25 13:00:00,4715.035670625218
NLD,hydro,power,2024-12-25 14:00:00,4663.567123371185
NLD,hydro,power,2024-12-25 15:00:00,4535.853760644955
NLD,hydro,power,2024-12-25 16:00:00,9021.04406614662
NLD,hydro,power,2024-12-25 17:00:00,16155.875256093064
NLD,hydro,power,2024-12-25 18:00:00,17076.99999730799
NLD,hydro,power,2024-12-25 19:00:00,17076.99999479904
NLD,hydro,power,2024-12-25 20:00:00,17076.999994950773
NLD,hydro,power,2024-12-25 21:00:00,17076.99999497549
NLD,hydro,power,2024-12-25 22:00:00,17076.999994726244
NLD,hydro,power,2024-12-25 23:00:00,17076.999994441623
NLD,hydro,power,2024-12-26 00:00:00,17076.99999439153
NLD,hydro,power,2024-12-26 01:00:00,17043.07801345844
NLD,hydro,power,2024-12-26 02:00:00,16066.784106356692
NLD,hydro,power,2024-12-26 03:00:00,15487.059930248673
NLD,hydro,power,2024-12-26 04:00:00,15382.770308361285
NLD,hydro,power,2024-12-26 05:00:00,15820.452613626547
NLD,hydro,power,2024-12-26 06:00:00,17076.99999438425
NLD,hydro,power,2024-12-26 07:00:00,17076.999994476588
NLD,hydro,power,2024-12-26 08:00:00,17076.999994941023
NLD,hydro,power,2024-12-26 09:00:00,17076.999997298753
NLD,hydro,power,2024-12-26 10:00:00,16330.82411778499
NLD,hydro,power,2024-12-26 11:00:00,14149.728226341025
NLD,hydro,power,2024-12-26 12:00:00,12609.366201487263
NLD,hydro,power,2024-12-26 13:00:00,12771.783287890763
NLD,hydro,power,2024-12-26 14:00:00,12662.529454079306
NLD,hydro,power,2024-12-26 15:00:00,12231.571850045648
NLD,hydro,power,2024-12-26 16:00:00,14520.642764630462
NLD,hydro,power,2024-12-26 17:00:00,17076.999997381885
NLD,hydro,power,2024-12-26 18:00:00,17076.999998876865
NLD,hydro,power,2024-12-26 19:00:00,17076.999998879244
NLD,hydro,power,2024-12-26 20:00:00,17076.999998879193
NLD,hydro,power,2024-12-26 21:00:00,17076.99999887865
NLD,hydro,power,2024-12-26 22:00:00,17076.999998876716
NLD,hydro,power,2024-12-26 23:00:00,17076.999994714213
NLD,hydro,power,2024-12-27 00:00:00,17076.999994429185
NLD,hydro,power,2024-12-27 01:00:00,17076.99999443148
NLD,hydro,power,2024-12-27 02:00:00,16140.864372914097
NLD,hydro,power,2024-12-27 03:00:00,15534.581472078247
NLD,hydro,power,2024-12-27 04:00:00,15169.628558557768
NLD,hydro,power,2024-12-27 05:00:00,15581.727259004338
NLD,hydro,power,2024-12-27 06:00:00,17076.9999944138
NLD,hydro,power,2024-12-27 07:00:00,17076.999994461516
NLD,hydro,power,2024-12-27 08:00:00,17076.99999486269
NLD,hydro,power,2024-12-27 09:00:00,17076.999994498445
NLD,hydro,power,2024-12-27 10:00:00,15794.185398488473
NLD,hydro,power,2024-12-27 11:00:00,11805.181031081844
NLD,hydro,power,2024-12-27 12:00:00,10354.915375249984
NLD,hydro,power,2024-12-27 13:00:00,10127.19752343183
NLD,hydro,power,2024-12-27 14:00:00,10949.93188623939
NLD,hydro,power,2024-12-27 15:00:00,11088.432250802673
NLD,hydro,power,2024-12-27 16:00:00,13329.96831129598
NLD,hydro,power,2024-12-27 17:00:00,17076.999997405634
NLD,hydro,power,2024-12-27 18:00:00,17076.99999887691
NLD,hydro,power,2024-12-27 19:00:00,17076.999998879135
NLD,hydro,power,2024-12-27 20:00:00,17076.99999887923
NLD,hydro,power,2024-12-27 21:00:00,17076.999998878528
NLD,hydro,power,2024-12-27 22:00:00,17076.999998878764
NLD,hydro,power,2024-12-27 23:00:00,17076.999994929804
NLD,hydro,power,2024-12-28 00:00:00,17076.999994527556
NLD,hydro,power,2024-12-28 01:00:00,17076.999994385907
NLD,hydro,power,2024-12-28 02:00:00,17076.99999440868
NLD,hydro,power,2024-12-28 03:00:00,16969.690702629086
NLD,hydro,power,2024-12-28 04:00:00,16593.69995961548
NLD,hydro,power,2024-12-28 05:00:00,16646.559504357636
NLD,hydro,power,2024-12-28 06:00:00,17076.999994420185
NLD,hydro,power,2024-12-28 07:00:00,17076.9999944433
NLD,hydro,power,2024-12-28 08:00:00,17076.9999946124
NLD,hydro,power,2024-12-28 09:00:00,17076.99999451212
NLD,hydro,power,2024-12-28 10:00:00,14900.051391929394
NLD,hydro,power,2024-12-28 11:00:00,11473.26294604888
NLD,hydro,power,2024-12-28 12:00:00,9562.338248288319
NLD,hydro,power,2024-12-28 13:00:00,9967.228932908905
NLD,hydro,power,2024-12-28 14:00:00,10562.289316354983
NLD,hydro,power,2024-12-28 15:00:00,10839.283920396978
NLD,hydro,power,2024-12-28 16:00:00,14247.211565237678
NLD,hydro,power,2024-12-28 17:00:00,17076.99999737011
NLD,hydro,power,2024-12-28 18:00:00,17076.999998876516
NLD,hydro,power,2024-12-28 19:00:00,17076.99999887943
NLD,hydro,power,2024-12-28 20:00:00,17076.99999888002
NLD,hydro,power,2024-12-28 21:00:00,17076.999998879535
NLD,hydro,power,2024-12-28 22:00:00,17076.99999887881
NLD,hydro,power,2024-12-28 23:00:00,17076.999998876527
NLD,hydro,power,2024-12-29 00:00:00,17076.99999489456
NLD,hydro,power,2024-12-29 01:00:00,17076.99999450587
NLD,hydro,power,2024-12-29 02:00:00,17076.999994372694
NLD,hydro,power,2024-12-29 03:00:00,17076.999994337773
NLD,hydro,power,2024-12-29 04:00:00,17076.999994344933
NLD,hydro,power,2024-12-29 05:00:00,17076.99999434992
NLD,hydro,power,2024-12-29 06:00:00,17076.999994375594
NLD,hydro,power,2024-12-29 07:00:00,17076.99999446066
NLD,hydro,power,2024-12-29 08:00:00,17076.999994583628
NLD,hydro,power,2024-12-29 09:00:00,17076.999994387388
NLD,hydro,power,2024-12-29 10:00:00,14281.212980219165
NLD,hydro,power,2024-12-29 11:00:00,11223.714788694011
NLD,hydro,power,2024-12-29 12:00:00,9290.953861162821
NLD,hydro,power,2024-12-29 13:00:00,9516.158319512286
NLD,hydro,power,2024-12-29 14:00:00,10406.843001035579
NLD,hydro,power,2024-12-29 15:00:00,10728.90244116206
NLD,hydro,power,2024-12-29 16:00:00,14118.861237922012
NLD,hydro,power,2024-12-29 17:00:00,17076.999997338102
NLD,hydro,power,2024-12-29 18:00:00,17076.99999887681
NLD,hydro,power,2024-12-29 19:00:00,17076.99999887919
NLD,hydro,power,2024-12-29 20:00:00,17076.99999887955
NLD,hydro,power,2024-12-29 21:00:00,17076.999998879153
NLD,hydro,power,2024-12-29 22:00:00,17076.999998878964
NLD,hydro,power,2024-12-29 23:00:00,17076.999994982103
NLD,hydro,power,2024-12-30 00:00:00,17076.999994602207
NLD,hydro,power,2024-12-30 01:00:00,17076.999994384434
NLD,hydro,power,2024-12-30 02:00:00,17076.99999433591
NLD,hydro,power,2024-12-30 03:00:00,17076.999994347032
NLD,hydro,power,2024-12-30 04:00:00,17076.99999434602
NLD,hydro,power,2024-12-30 05:00:00,17076.999994351376
NLD,hydro,power,2024-12-30 06:00:00,17076.999994564
NLD,hydro,power,2024-12-30 07:00:00,17076.999994953363
NLD,hydro,power,2024-12-30 08:00:00,17076.999998877538
NLD,hydro,power,2024-12-30 09:00:00,17076.99999887634
NLD,hydro,power,2024-12-30 10:00:00,15923.633602769902
NLD,hydro,power,2024-12-30 11:00:00,16072.136462316374
NLD,hydro,power,2024-12-30 12:00:00,13358.08816424577
NLD,hydro,power,2024-12-30 13:00:00,12990.1407159103
NLD,hydro,power,2024-12-30 14:00:00,13725.116504386511
NLD,hydro,power,2024-12-30 15:00:00,14077.639664717535
NLD,hydro,power,2024-12-30 16:00:00,15058.391645164034
NLD,hydro,power,2024-12-30 17:00:00,17076.99999887831
NLD,hydro,power,2024-12-30 18:00:00,17076.99999888057
NLD,hydro,power,2024-12-30 19:00:00,17076.999998882555
NLD,hydro,power,2024-12-30 20:00:00,17076.999998883184
NLD,hydro,power,2024-12-30 21:00:00,17076.999998882835
NLD,hydro,power,2024-12-30 22:00:00,17076.999998879422
NLD,hydro,power,2024-12-30 23:00:00,17076.999998878877
NLD,hydro,power,2024-12-31 00:00:00,17076.99999490125
NLD,hydro,power,2024-12-31 01:00:00,17076.999994696722
NLD,hydro,power,2024-12-31 02:00:00,17076.999994433005
NLD,hydro,power,2024-12-31 03:00:00,17076.999994336216
NLD,hydro,power,2024-12-31 04:00:00,17076.999994309936
NLD,hydro,power,2024-12-31 05:00:00,17076.99999438529
NLD,hydro,power,2024-12-31 06:00:00,17076.99999458373
NLD,hydro,power,2024-12-31 07:00:00,17076.999994973157
NLD,hydro,power,2024-12-31 08:00:00,17076.999998877487
NLD,hydro,power,2024-12-31 09:00:00,17076.99999754557
NLD,hydro,power,2024-12-31 10:00:00,16556.133021013997
NLD,hydro,power,2024-12-31 11:00:00,16675.965863557038
NLD,hydro,power,2024-12-31 12:00:00,14409.587345927324
NLD,hydro,power,2024-12-31 13:00:00,14148.179450397347
NLD,hydro,power,2024-12-31 14:00:00,13879.072321260242
NLD,hydro,power,2024-12-31 15:00:00,14628.272612276645
NLD,hydro,power,2024-12-31 16:00:00,14939.354239647215
NLD,hydro,power,2024-12-31 17:00:00,17076.999998876607
NLD,hydro,power,2024-12-31 18:00:00,17076.999998879146
NLD,hydro,power,2024-12-31 19:00:00,17076.999998880263
NLD,hydro,power,2024-12-31 20:00:00,17076.99999887908
NLD,hydro,power,2024-12-31 21:00:00,17076.999998878135
NLD,hydro,power,2024-12-31 22:00:00,17076.999994973008
NLD,hydro,power,2024-12-31 23:00:00,17076.999994607693
NLD,hydro,power,2025-01-01 00:00:00,17076.999994444697
NLD,hydro,power,2025-01-01 01:00:00,17076.999994401525
NLD,hydro,power,2025-01-01 02:00:00,17076.999994448677
NLD,hydro,power,2025-01-01 03:00:00,16282.36512112207
NLD,hydro,power,2025-01-01 04:00:00,15262.00971699027
NLD,hydro,power,2025-01-01 05:00:00,14779.611211175494
NLD,hydro,power,2025-01-01 06:00:00,14970.181585745973
NLD,hydro,power,2025-01-01 07:00:00,15401.194010783827
NLD,hydro,power,2025-01-01 08:00:00,15246.887003728634
NLD,hydro,power,2025-01-01 09:00:00,12782.556390273072
NLD,hydro,power,2025-01-01 10:00:00,8978.36301845429
NLD,hydro,power,2025-01-01 11:00:00,7496.421850459257
NLD,hydro,power,2025-01-01 12:00:00,6627.147940671646
NLD,hydro,power,2025-01-01 13:00:00,7004.276324731305
NLD,hydro,power,2025-01-01 14:00:00,7212.592661758156
NLD,hydro,power,2025-01-01 15:00:00,7377.698217420272
NLD,hydro,power,2025-01-01 16:00:00,11019.841019889745
NLD,hydro,power,2025-01-01 17:00:00,15951.628356279576
NLD,hydro,power,2025-01-01 18:00:00,17076.999997301416
NLD,hydro,power,2025-01-01 19:00:00,17076.999994895126
NLD,hydro,power,2025-01-01 20:00:00,17076.99999498499
NLD,hydro,power,2025-01-01 21:00:00,17076.99999497908
NLD,hydro,power,2025-01-01 22:00:00,17076.999994706544
NLD,hydro,power,2025-01-01 23:00:00,17076.999994448586
NLD,hydro,power,2025-01-02 00:00:00,16960.588546672865
NLD,hydro,power,2025-01-02 01:00:00,15102.91659305999
NLD,hydro,power,2025-01-02 02:00:00,13904.685175819155
NLD,hydro,power,2025-01-02 03:00:00,13137.347764232376
NLD,hydro,power,2025-01-02 04:00:00,13099.173553930508
NLD,hydro,power,2025-01-02 05:00:00,13589.838088117385
NLD,hydro,power,2025-01-02 06:00:00,16244.077604796319
NLD,hydro,power,2025-01-02 07:00:00,17076.999994447786
NLD,hydro,power,2025-01-02 08:00:00,17076.999994887847
NLD,hydro,power,2025-01-02 09:00:00,17076.99999731775
NLD,hydro,power,2025-01-02 10:00:00,15364.541252209283
NLD,hydro,power,2025-01-02 11:00:00,11764.228501337862
NLD,hydro,power,2025-01-02 12:00:00,9229.406792955586
NLD,hydro,power,2025-01-02 13:00:00,8239.75505257538
NLD,hydro,power,2025-01-02 14:00:00,9045.281590385603
NLD,hydro,power,2025-01-02 15:00:00,9000.865029067487
NLD,hydro,power,2025-01-02 16:00:00,13560.864883442315
NLD,hydro,power,2025-01-02 17:00:00,16565.55208447224
NLD,hydro,power,2025-01-02 18:00:00,17076.99999887523
NLD,hydro,power,2025-01-02 19:00:00,17076.99999887978
NLD,hydro,power,2025-01-02 20:00:00,17076.999998879422
NLD,hydro,power,2025-01-02 21:00:00,17076.999998877385
NLD,hydro,power,2025-01-02 22:00:00,17076.99999452312
NLD,hydro,power,2025-01-02 23:00:00,17076.9999944618
NLD,hydro,power,2025-01-03 00:00:00,16213.782123818453
NLD,hydro,power,2025-01-03 01:00:00,13412.954239158604
NLD,hydro,power,2025-01-03 02:00:00,11297.35484972509
NLD,hydro,power,2025-01-03 03:00:00,10313.900638459978
NLD,hydro,power,2025-01-03 04:00:00,9797.158525112705
NLD,hydro,power,2025-01-03 05:00:00,9456.35818545941
NLD,hydro,power,2025-01-03 06:00:00,11714.023022306248
NLD,hydro,power,2025-01-03 07:00:00,14781.150744407441
NLD,hydro,power,2025-01-03 08:00:00,16855.93328599885
NLD,hydro,power,2025-01-03 09:00:00,15468.325155207336
NLD,hydro,power,2025-01-03 10:00:00,11020.050231732706
NLD,hydro,power,2025-01-03 11:00:00,8179.775069868421
NLD,hydro,power,2025-01-03 12:00:00,6566.132015881931
NLD,hydro,power,2025-01-03 13:00:00,6251.134587201226
NLD,hydro,power,2025-01-03 14:00:00,6263.008395858724
NLD,hydro,power,2025-01-03 15:00:00,7194.526109677484
NLD,hydro,power,2025-01-03 16:00:00,10710.64869936145
NLD,hydro,power,2025-01-03 17:00:00,15980.027864311774
NLD,hydro,power,2025-01-03 18:00:00,17076.99999454637
NLD,hydro,power,2025-01-03 19:00:00,17076.99999450864
NLD,hydro,power,2025-01-03 20:00:00,17076.9999945569
NLD,hydro,power,2025-01-03 21:00:00,17076.99999449461
NLD,hydro,power,2025-01-03 22:00:00,17076.999994476253
NLD,hydro,power,2025-01-03 23:00:00,14896.189058237278
NLD,hydro,power,2025-01-04 00:00:00,13315.676723373455
NLD,hydro,power,2025-01-04 01:00:00,11799.728565221301
NLD,hydro,power,2025-01-04 02:00:00,10649.99978664338
NLD,hydro,power,2025-01-04 03:00:00,10232.944777928262
NLD,hydro,power,2025-01-04 04:00:00,10014.99120781331
NLD,hydro,power,2025-01-04 05:00:00,10135.575900535847
NLD,hydro,power,2025-01-04 06:00:00,11079.286091917034
NLD,hydro,power,2025-01-04 07:00:00,12589.90613128911
NLD,hydro,power,2025-01-04 08:00:00,14245.879485325828
NLD,hydro,power,2025-01-04 09:00:00,13587.83160222021
NLD,hydro,power,2025-01-04 10:00:00,11224.770552774373
NLD,hydro,power,2025-01-04 11:00:00,9200.10341464523
NLD,hydro,power,2025-01-04 12:00:00,6759.30573386114
NLD,hydro,power,2025-01-04 13:00:00,6768.974303468611
NLD,hydro,power,2025-01-04 14:00:00,6853.085101646755
NLD,hydro,power,2025-01-04 15:00:00,8224.07277560979
NLD,hydro,power,2025-01-04 16:00:00,12521.623071320468
NLD,hydro,power,2025-01-04 17:00:00,16690.54058878631
NLD,hydro,power,2025-01-04 18:00:00,17076.999994531994
NLD,hydro,power,2025-01-04 19:00:00,17076.999994492042
NLD,hydro,power,2025-01-04 20:00:00,17076.999994486847
NLD,hydro,power,2025-01-04 21:00:00,17076.999994482914
NLD,hydro,power,2025-01-04 22:00:00,17076.999994447342
NLD,hydro,power,2025-01-04 23:00:00,15257.082591558434
NLD,hydro,power,2025-01-05 00:00:00,13157.900739224275
NLD,hydro,power,2025-01-05 01:00:00,11053.752086721104
NLD,hydro,power,2025-01-05 02:00:00,9578.737644981424
NLD,hydro,power,2025-01-05 03:00:00,8622.418063730136
NLD,hydro,power,2025-01-05 04:00:00,8300.021583291193
NLD,hydro,power,2025-01-05 05:00:00,7879.995816159702
NLD,hydro,power,2025-01-05 06:00:00,8200.178973341597
NLD,hydro,power,2025-01-05 07:00:00,8647.659184105327
NLD,hydro,power,2025-01-05 08:00:00,9358.801070157393
NLD,hydro,power,2025-01-05 09:00:00,9457.242544743642
NLD,hydro,power,2025-01-05 10:00:00,8055.436473104186
NLD,hydro,power,2025-01-05 11:00:00,5859.50880890636
NLD,hydro,power,2025-01-05 12:00:00,4655.812334625411
NLD,hydro,power,2025-01-05 13:00:00,4297.456847746093
NLD,hydro,power,2025-01-05 14:00:00,4704.934034888742
NLD,hydro,power,2025-01-05 15:00:00,5990.1929778537715
NLD,hydro,power,2025-01-05 16:00:00,8870.599590308044
NLD,hydro,power,2025-01-05 17:00:00,11128.199724277605
NLD,hydro,power,2025-01-05 18:00:00,12536.360456026721
NLD,hydro,power,2025-01-05 19:00:00,12886.107648571715
NLD,hydro,power,2025-01-05 20:00:00,13122.528054670598
NLD,hydro,power,2025-01-05 21:00:00,13265.443140656329
NLD,hydro,power,2025-01-05 22:00:00,11921.259189669936
NLD,hydro,power,2025-01-05 23:00:00,9651.241302903358
NLD,hydro,power,2025-01-06 00:00:00,7465.233342863067
NLD,hydro,power,2025-01-06 01:00:00,5805.966727118097
NLD,hydro,power,2025-01-06 02:00:00,5760.029613295214
NLD,hydro,power,2025-01-06 03:00:00,7024.6853178764395
NLD,hydro,power,2025-01-06 04:00:00,7838.913242538313
NLD,hydro,power,2025-01-06 05:00:00,6498.621125688773
NLD,hydro,power,2025-01-06 06:00:00,7285.654998884004
NLD,hydro,power,2025-01-06 07:00:00,9149.690351606574
NLD,hydro,power,2025-01-06 08:00:00,11101.616542687985
NLD,hydro,power,2025-01-06 09:00:00,11952.755378342228
NLD,hydro,power,2025-01-06 10:00:00,10898.55569363752
NLD,hydro,power,2025-01-06 11:00:00,8260.21436424546
NLD,hydro,power,2025-01-06 12:00:00,5153.404847712228
NLD,hydro,power,2025-01-06 13:00:00,4087.411714522258
NLD,hydro,power,2025-01-06 14:00:00,2106.585341592375
NLD,hydro,power,2025-01-06 15:00:00,2566.160067382924
NLD,hydro,power,2025-01-06 16:00:00,4400.625814633132
NLD,hydro,power,2025-01-06 17:00:00,9456.947536074455
NLD,hydro,power,2025-01-06 18:00:00,13121.186257936019
NLD,hydro,power,2025-01-06 19:00:00,14179.755661104273
NLD,hydro,power,2025-01-06 20:00:00,15505.242844550738
NLD,hydro,power,2025-01-06 21:00:00,15571.582295988974
NLD,hydro,power,2025-01-06 22:00:00,14254.053061473793
NLD,hydro,power,2025-01-06 23:00:00,12653.274424227262
NLD,hydro,power,2025-01-07 00:00:00,11465.408259321905
NLD,hydro,power,2025-01-07 01:00:00,9991.593946398052
NLD,hydro,power,2025-01-07 02:00:00,8802.575096031465
NLD,hydro,power,2025-01-07 03:00:00,8550.051192355892
NLD,hydro,power,2025-01-07 04:00:00,8765.904209246079
NLD,hydro,power,2025-01-07 05:00:00,8872.635162072933
NLD,hydro,power,2025-01-07 06:00:00,11475.98574267778
NLD,hydro,power,2025-01-07 07:00:00,15005.496854366458
NLD,hydro,power,2025-01-07 08:00:00,17076.999994657857
NLD,hydro,power,2025-01-07 09:00:00,17076.999994645314
NLD,hydro,power,2025-01-07 10:00:00,11941.401729305035
NLD,hydro,power,2025-01-07 11:00:00,7774.124193879229
NLD,hydro,power,2025-01-07 12:00:00,5002.114184267057
NLD,hydro,power,2025-01-07 13:00:00,5260.585017835943
NLD,hydro,power,2025-01-07 14:00:00,6165.253596430716
NLD,hydro,power,2025-01-07 15:00:00,7230.877776745908
NLD,hydro,power,2025-01-07 16:00:00,11375.938539684896
NLD,hydro,power,2025-01-07 17:00:00,16396.352875304314
NLD,hydro,power,2025-01-07 18:00:00,17076.999994624945
NLD,hydro,power,2025-01-07 19:00:00,17076.999994578746
NLD,hydro,power,2025-01-07 20:00:00,17076.999994686397
NLD,hydro,power,2025-01-07 21:00:00,17076.999994366604
NLD,hydro,power,2025-01-07 22:00:00,17076.999994342852
NLD,hydro,power,2025-01-07 23:00:00,14319.806710967954
NLD,hydro,power,2025-01-08 00:00:00,11965.757936782224
NLD,hydro,power,2025-01-08 01:00:00,10460.661329451343
NLD,hydro,power,2025-01-08 02:00:00,9595.09344319234
NLD,hydro,power,2025-01-08 03:00:00,9446.586618840318
NLD,hydro,power,2025-01-08 04:00:00,9754.16417478319
NLD,hydro,power,2025-01-08 05:00:00,11005.236075310513
NLD,hydro,power,2025-01-08 06:00:00,13763.153551859714
NLD,hydro,power,2025-01-08 07:00:00,17076.99999443851
NLD,hydro,power,2025-01-08 08:00:00,17076.999994660113
NLD,hydro,power,2025-01-08 09:00:00,17076.99999441249
NLD,hydro,power,2025-01-08 10:00:00,13744.899717255501
NLD,hydro,power,2025-01-08 11:00:00,10885.666400398046
NLD,hydro,power,2025-01-08 12:00:00,9956.043857485003
NLD,hydro,power,2025-01-08 13:00:00,9236.822371722064
NLD,hydro,power,2025-01-08 14:00:00,9701.89699541033
NLD,hydro,power,2025-01-08 15:00:00,11030.69353451702
NLD,hydro,power,2025-01-08 16:00:00,13090.422531454811
NLD,hydro,power,2025-01-08 17:00:00,16277.146546484202
NLD,hydro,power,2025-01-08 18:00:00,17076.999994511138
NLD,hydro,power,2025-01-08 19:00:00,17076.999994477595
NLD,hydro,power,2025-01-08 20:00:00,17076.999994537833
NLD,hydro,power,2025-01-08 21:00:00,17076.999994454938
NLD,hydro,power,2025-01-08 22:00:00,14082.586627194292
NLD,hydro,power,2025-01-08 23:00:00,10381.585644220964
NLD,hydro,power,2025-01-09 00:00:00,7677.8800633804
NLD,hydro,power,2025-01-09 01:00:00,5836.231008806527
NLD,hydro,power,2025-01-09 02:00:00,4506.760466663941
NLD,hydro,power,2025-01-09 03:00:00,3898.080266818686
NLD,hydro,power,2025-01-09 04:00:00,3895.1528141485205
NLD,hydro,power,2025-01-09 05:00:00,4515.539942903098
NLD,hydro,power,2025-01-09 06:00:00,7647.367153678109
NLD,hydro,power,2025-01-09 07:00:00,12301.779382359287
NLD,hydro,power,2025-01-09 08:00:00,15550.358087372348
NLD,hydro,power,2025-01-09 09:00:00,14459.7764147582
NLD,hydro,power,2025-01-09 10:00:00,10576.227911357542
NLD,hydro,power,2025-01-09 11:00:00,7476.441110682068
NLD,hydro,power,2025-01-09 12:00:00,5513.443123770888
NLD,hydro,power,2025-01-09 13:00:00,6657.323711869069
NLD,hydro,power,2025-01-09 14:00:00,5230.052470368766
NLD,hydro,power,2025-01-09 15:00:00,6162.025764191687
NLD,hydro,power,2025-01-09 16:00:00,9468.827828547572
NLD,hydro,power,2025-01-09 17:00:00,15348.883227837043
NLD,hydro,power,2025-01-09 18:00:00,17076.999997381805
NLD,hydro,power,2025-01-09 19:00:00,17076.999994994818
NLD,hydro,power,2025-01-09 20:00:00,17076.99999887515
NLD,hydro,power,2025-01-09 21:00:00,17076.9999974033
NLD,hydro,power,2025-01-09 22:00:00,16886.022904574296
NLD,hydro,power,2025-01-09 23:00:00,15794.998468707958
NLD,hydro,power,2025-01-10 00:00:00,13333.967176549872
NLD,hydro,power,2025-01-10 01:00:00,11569.833970850776
NLD,hydro,power,2025-01-10 02:00:00,10851.429691317579
NLD,hydro,power,2025-01-10 03:00:00,10591.545023476412
NLD,hydro,power,2025-01-10 04:00:00,10431.463839208081
NLD,hydro,power,2025-01-10 05:00:00,11141.808566837046
NLD,hydro,power,2025-01-10 06:00:00,14192.576405848442
NLD,hydro,power,2025-01-10 07:00:00,17076.99999448706
NLD,hydro,power,2025-01-10 08:00:00,17076.999994720667
NLD,hydro,power,2025-01-10 09:00:00,17076.999994617203
NLD,hydro,power,2025-01-10 10:00:00,15411.178279218999
NLD,hydro,power,2025-01-10 11:00:00,12718.239929029314
NLD,hydro,power,2025-01-10 12:00:00,10410.30514938311
NLD,hydro,power,2025-01-10 13:00:00,8659.124718946334
NLD,hydro,power,2025-01-10 14:00:00,8442.746430751422
NLD,hydro,power,2025-01-10 15:00:00,9329.184559066945
NLD,hydro,power,2025-01-10 16:00:00,12527.739261542045
NLD,hydro,power,2025-01-10 17:00:00,16403.598877344775
NLD,hydro,power,2025-01-10 18:00:00,17076.999994492064
NLD,hydro,power,2025-01-10 19:00:00,17076.999994576687
NLD,hydro,power,2025-01-10 20:00:00,17076.99999455938
NLD,hydro,power,2025-01-10 21:00:00,17076.99999456893
NLD,hydro,power,2025-01-10 22:00:00,15661.870834548477
NLD,hydro,power,2025-01-10 23:00:00,12611.65647994803
NLD,hydro,power,2025-01-11 00:00:00,10585.42220203905
NLD,hydro,power,2025-01-11 01:00:00,8791.201852895852
NLD,hydro,power,2025-01-11 02:00:00,7859.8151245844
NLD,hydro,power,2025-01-11 03:00:00,7044.2720672742935
NLD,hydro,power,2025-01-11 04:00:00,6832.749698074323
NLD,hydro,power,2025-01-11 05:00:00,7144.929526384598
NLD,hydro,power,2025-01-11 06:00:00,8439.242774110024
NLD,hydro,power,2025-01-11 07:00:00,9388.631305722593
NLD,hydro,power,2025-01-11 08:00:00,11393.103954040784
NLD,hydro,power,2025-01-11 09:00:00,11887.539922352054
NLD,hydro,power,2025-01-11 10:00:00,11013.811591574626
NLD,hydro,power,2025-01-11 11:00:00,8524.518357686195
NLD,hydro,power,2025-01-11 12:00:00,5515.6699275424135
