nodes,techs,costs,timesteps,cost_operation_variable
NLD,hydro,monetary,2024-12-01 21:00:00,29.884749998037773
NLD,hydro,monetary,2024-12-01 22:00:00,29.884749991207386
NLD,hydro,monetary,2024-12-01 23:00:00,29.884749990547153
NLD,hydro,monetary,2024-12-02 00:00:00,29.884749990181387
NLD,hydro,monetary,2024-12-02 01:00:00,29.884749990168196
NLD,hydro,monetary,2024-12-02 02:00:00,29.88474999022846
NLD,hydro,monetary,2024-12-02 03:00:00,29.76139979061696
NLD,hydro,monetary,2024-12-02 04:00:00,29.15895805981738
NLD,hydro,monetary,2024-12-02 05:00:00,29.537163859485837
NLD,hydro,monetary,2024-12-02 06:00:00,28.59858425063668
NLD,hydro,monetary,2024-12-02 07:00:00,29.884749995563485
NLD,hydro,monetary,2024-12-02 08:00:00,29.88474999803515
NLD,hydro,monetary,2024-12-02 09:00:00,29.884749995668457
NLD,hydro,monetary,2024-12-02 10:00:00,28.938221791367546
NLD,hydro,monetary,2024-12-02 11:00:00,29.884749990136147
NLD,hydro,monetary,2024-12-02 12:00:00,29.884749990108645
NLD,hydro,monetary,2024-12-02 13:00:00,29.884749990069693
NLD,hydro,monetary,2024-12-02 14:00:00,29.88474999013539
NLD,hydro,monetary,2024-12-02 15:00:00,29.884749991375823
NLD,hydro,monetary,2024-12-02 16:00:00,29.884749987635317
NLD,hydro,monetary,2024-12-02 17:00:00,29.884749998034547
NLD,hydro,monetary,2024-12-02 18:00:00,29.88474999803855
NLD,hydro,monetary,2024-12-02 19:00:00,29.884749998040036
NLD,hydro,monetary,2024-12-02 20:00:00,29.88474999804073
NLD,hydro,monetary,2024-12-02 21:00:00,29.88474999803857
NLD,hydro,monetary,2024-12-02 22:00:00,29.884749998038107
NLD,hydro,monetary,2024-12-02 23:00:00,29.88474999120784
NLD,hydro,monetary,2024-12-03 00:00:00,29.884749990563662
NLD,hydro,monetary,2024-12-03 01:00:00,29.884749990211066
NLD,hydro,monetary,2024-12-03 02:00:00,29.884749990077633
NLD,hydro,monetary,2024-12-03 03:00:00,29.884749990050167
NLD,hydro,monetary,2024-12-03 04:00:00,29.884749990051727
NLD,hydro,monetary,2024-12-03 05:00:00,29.884749990239804
NLD,hydro,monetary,2024-12-03 06:00:00,29.884749990840813
NLD,hydro,monetary,2024-12-03 07:00:00,29.884749998035108
NLD,hydro,monetary,2024-12-03 08:00:00,29.884749998036686
NLD,hydro,monetary,2024-12-03 09:00:00,29.884749998041904
NLD,hydro,monetary,2024-12-03 10:00:00,27.07903932566168
NLD,hydro,monetary,2024-12-03 11:00:00,27.481710884900874
NLD,hydro,monetary,2024-12-03 12:00:00,24.00392233459171
NLD,hydro,monetary,2024-12-03 13:00:00,21.80940880148848
NLD,hydro,monetary,2024-12-03 14:00:00,19.870571698246486
NLD,hydro,monetary,2024-12-03 15:00:00,20.208741228532826
NLD,hydro,monetary,2024-12-03 16:00:00,27.045618916984115
NLD,hydro,monetary,2024-12-03 17:00:00,29.884749995301686
NLD,hydro,monetary,2024-12-03 18:00:00,29.884749991178413
NLD,hydro,monetary,2024-12-03 19:00:00,29.88474999125909
NLD,hydro,monetary,2024-12-03 20:00:00,29.884749998028237
NLD,hydro,monetary,2024-12-03 21:00:00,29.88474999562346
NLD,hydro,monetary,2024-12-03 22:00:00,28.98942559085665
NLD,hydro,monetary,2024-12-03 23:00:00,29.884749990246778
NLD,hydro,monetary,2024-12-04 00:00:00,26.022254668942473
NLD,hydro,monetary,2024-12-04 01:00:00,23.126213832942643
NLD,hydro,monetary,2024-12-04 02:00:00,21.143518908912316
NLD,hydro,monetary,2024-12-04 03:00:00,18.734745849827817
NLD,hydro,monetary,2024-12-04 04:00:00,17.02942643782545
NLD,hydro,monetary,2024-12-04 05:00:00,17.33327394718094
NLD,hydro,monetary,2024-12-04 06:00:00,21.04842777218734
NLD,hydro,monetary,2024-12-04 07:00:00,28.47211663453516
NLD,hydro,monetary,2024-12-04 08:00:00,29.88474999060135
NLD,hydro,monetary,2024-12-04 09:00:00,24.764242010043027
NLD,hydro,monetary,2024-12-04 10:00:00,16.666546366341706
NLD,hydro,monetary,2024-12-04 11:00:00,12.050305788614011
NLD,hydro,monetary,2024-12-04 12:00:00,12.675339715703776
NLD,hydro,monetary,2024-12-04 13:00:00,14.18186433692926
NLD,hydro,monetary,2024-12-04 14:00:00,16.068058532905507
NLD,hydro,monetary,2024-12-04 15:00:00,21.0543548185985
NLD,hydro,monetary,2024-12-04 16:00:00,25.781307153534016
NLD,hydro,monetary,2024-12-04 17:00:00,29.88474999554876
NLD,hydro,monetary,2024-12-04 18:00:00,29.884749998037087
NLD,hydro,monetary,2024-12-04 19:00:00,29.884749998038412
NLD,hydro,monetary,2024-12-04 20:00:00,29.884749998037673
NLD,hydro,monetary,2024-12-04 21:00:00,29.884749998036323
NLD,hydro,monetary,2024-12-04 22:00:00,29.884749995205556
NLD,hydro,monetary,2024-12-04 23:00:00,29.382145686126066
NLD,hydro,monetary,2024-12-05 00:00:00,29.884749990275846
NLD,hydro,monetary,2024-12-05 01:00:00,27.704018608602773
NLD,hydro,monetary,2024-12-05 02:00:00,26.193506635498093
NLD,hydro,monetary,2024-12-05 03:00:00,26.18192941578497
NLD,hydro,monetary,2024-12-05 04:00:00,26.40414355371236
NLD,hydro,monetary,2024-12-05 05:00:00,27.582120392119442
NLD,hydro,monetary,2024-12-05 06:00:00,29.884749990080632
NLD,hydro,monetary,2024-12-05 07:00:00,29.884749990108165
NLD,hydro,monetary,2024-12-05 08:00:00,29.88474999558291
NLD,hydro,monetary,2024-12-05 09:00:00,29.346518841237035
NLD,hydro,monetary,2024-12-05 10:00:00,24.510289497302324
NLD,hydro,monetary,2024-12-05 11:00:00,19.21782503640956
NLD,hydro,monetary,2024-12-05 12:00:00,17.299251819521135
NLD,hydro,monetary,2024-12-05 13:00:00,17.542744212500857
NLD,hydro,monetary,2024-12-05 14:00:00,17.65554910027897
NLD,hydro,monetary,2024-12-05 15:00:00,19.10590770570062
NLD,hydro,monetary,2024-12-05 16:00:00,26.93395263688619
NLD,hydro,monetary,2024-12-05 17:00:00,29.88474999531492
NLD,hydro,monetary,2024-12-05 18:00:00,29.884749991177298
NLD,hydro,monetary,2024-12-05 19:00:00,29.88474999123969
NLD,hydro,monetary,2024-12-05 20:00:00,29.88474999122961
NLD,hydro,monetary,2024-12-05 21:00:00,29.88474999105449
NLD,hydro,monetary,2024-12-05 22:00:00,29.884749990375244
NLD,hydro,monetary,2024-12-05 23:00:00,29.71394110108674
NLD,hydro,monetary,2024-12-06 00:00:00,25.39987592588872
NLD,hydro,monetary,2024-12-06 01:00:00,21.230259401226455
NLD,hydro,monetary,2024-12-06 02:00:00,19.03767990391911
NLD,hydro,monetary,2024-12-06 03:00:00,17.557656217641615
NLD,hydro,monetary,2024-12-06 04:00:00,17.243796128545576
NLD,hydro,monetary,2024-12-06 05:00:00,17.136968297232798
NLD,hydro,monetary,2024-12-06 06:00:00,17.617383529203302
NLD,hydro,monetary,2024-12-06 07:00:00,19.173479009899047
NLD,hydro,monetary,2024-12-06 08:00:00,20.107560146671517
NLD,hydro,monetary,2024-12-06 09:00:00,16.001918322391482
NLD,hydro,monetary,2024-12-06 10:00:00,10.453394675108564
NLD,hydro,monetary,2024-12-06 11:00:00,7.828089767503867
NLD,hydro,monetary,2024-12-06 12:00:00,6.243547079536447
NLD,hydro,monetary,2024-12-06 13:00:00,6.421794974422623
NLD,hydro,monetary,2024-12-06 14:00:00,7.579986217626275
NLD,hydro,monetary,2024-12-06 15:00:00,9.492321653708334
NLD,hydro,monetary,2024-12-06 16:00:00,16.024542478993144
NLD,hydro,monetary,2024-12-06 17:00:00,26.270718689154425
NLD,hydro,monetary,2024-12-06 18:00:00,29.884749990350695
NLD,hydro,monetary,2024-12-06 19:00:00,29.884749990308393
NLD,hydro,monetary,2024-12-06 20:00:00,29.884749990326153
NLD,hydro,monetary,2024-12-06 21:00:00,29.88474999036029
NLD,hydro,monetary,2024-12-06 22:00:00,29.884749990316866
NLD,hydro,monetary,2024-12-06 23:00:00,27.898921837353708
NLD,hydro,monetary,2024-12-07 00:00:00,24.255102849083098
NLD,hydro,monetary,2024-12-07 01:00:00,20.50540333644316
NLD,hydro,monetary,2024-12-07 02:00:00,18.363303505048442
NLD,hydro,monetary,2024-12-07 03:00:00,16.420948262816
NLD,hydro,monetary,2024-12-07 04:00:00,16.194671581294408
NLD,hydro,monetary,2024-12-07 05:00:00,15.358748614395092
NLD,hydro,monetary,2024-12-07 06:00:00,14.740927092341623
NLD,hydro,monetary,2024-12-07 07:00:00,17.946529548239397
NLD,hydro,monetary,2024-12-07 08:00:00,17.31410579711572
NLD,hydro,monetary,2024-12-07 09:00:00,12.085552368665505
NLD,hydro,monetary,2024-12-07 10:00:00,5.6481959823507415
NLD,hydro,monetary,2024-12-07 11:00:00,1.6048353760568121
NLD,hydro,monetary,2024-12-07 12:00:00,1.30622619397832
NLD,hydro,monetary,2024-12-07 13:00:00,2.6832113102052935
NLD,hydro,monetary,2024-12-07 14:00:00,3.570635504465359
NLD,hydro,monetary,2024-12-07 15:00:00,4.8386215571216855
NLD,hydro,monetary,2024-12-07 16:00:00,4.83979455028572
NLD,hydro,monetary,2024-12-07 17:00:00,10.813284509428462
NLD,hydro,monetary,2024-12-07 18:00:00,17.77794976987702
NLD,hydro,monetary,2024-12-07 19:00:00,19.13241229539855
NLD,hydro,monetary,2024-12-07 20:00:00,20.350034175047814
NLD,hydro,monetary,2024-12-07 21:00:00,20.369831683550487
NLD,hydro,monetary,2024-12-07 22:00:00,16.75626105586452
NLD,hydro,monetary,2024-12-07 23:00:00,13.096897504193388
NLD,hydro,monetary,2024-12-08 00:00:00,9.109754768591912
NLD,hydro,monetary,2024-12-08 01:00:00,8.080386970402309
NLD,hydro,monetary,2024-12-08 02:00:00,7.615733164692037
NLD,hydro,monetary,2024-12-08 03:00:00,7.837392299805588
NLD,hydro,monetary,2024-12-08 04:00:00,8.209602712219919
NLD,hydro,monetary,2024-12-08 05:00:00,7.843702268780713
NLD,hydro,monetary,2024-12-08 06:00:00,7.946247870042795
NLD,hydro,monetary,2024-12-08 07:00:00,8.52352486540159
NLD,hydro,monetary,2024-12-08 08:00:00,7.975715471093088
NLD,hydro,monetary,2024-12-08 09:00:00,6.108542493590044
NLD,hydro,monetary,2024-12-08 10:00:00,5.89102818995241
NLD,hydro,monetary,2024-12-08 11:00:00,4.259800550072758
NLD,hydro,monetary,2024-12-08 12:00:00,1.6900901488266507
NLD,hydro,monetary,2024-12-08 13:00:00,0.9205413447179441
NLD,hydro,monetary,2024-12-08 14:00:00,2.922390458911149
NLD,hydro,monetary,2024-12-08 15:00:00,3.478738854845355
NLD,hydro,monetary,2024-12-08 16:00:00,5.149540245538526
NLD,hydro,monetary,2024-12-08 17:00:00,10.086253596042395
NLD,hydro,monetary,2024-12-08 18:00:00,17.45469928589751
NLD,hydro,monetary,2024-12-08 19:00:00,19.545975985069813
NLD,hydro,monetary,2024-12-08 20:00:00,21.19468882631156
NLD,hydro,monetary,2024-12-08 21:00:00,22.80356126210398
NLD,hydro,monetary,2024-12-08 22:00:00,19.970986707592306
NLD,hydro,monetary,2024-12-08 23:00:00,15.715744923550217
NLD,hydro,monetary,2024-12-09 00:00:00,12.552456696240375
NLD,hydro,monetary,2024-12-09 01:00:00,10.474558738946612
NLD,hydro,monetary,2024-12-09 02:00:00,9.00369861207225
NLD,hydro,monetary,2024-12-09 03:00:00,9.445685455320627
NLD,hydro,monetary,2024-12-09 04:00:00,10.12087892304199
NLD,hydro,monetary,2024-12-09 05:00:00,10.348288901650548
NLD,hydro,monetary,2024-12-09 06:00:00,14.473945490383931
NLD,hydro,monetary,2024-12-09 07:00:00,21.589336139423587
NLD,hydro,monetary,2024-12-09 08:00:00,24.987901011008596
NLD,hydro,monetary,2024-12-09 09:00:00,19.189011657096128
NLD,hydro,monetary,2024-12-09 10:00:00,10.642200461811713
NLD,hydro,monetary,2024-12-09 11:00:00,6.657964334937054
NLD,hydro,monetary,2024-12-09 12:00:00,5.0592121154703715
NLD,hydro,monetary,2024-12-09 13:00:00,5.102122312974662
NLD,hydro,monetary,2024-12-09 14:00:00,5.749108550419423
NLD,hydro,monetary,2024-12-09 15:00:00,7.041343530740325
NLD,hydro,monetary,2024-12-09 16:00:00,15.46075966257015
NLD,hydro,monetary,2024-12-09 17:00:00,26.35537866504263
NLD,hydro,monetary,2024-12-09 18:00:00,29.884749990358056
NLD,hydro,monetary,2024-12-09 19:00:00,29.884749990343344
NLD,hydro,monetary,2024-12-09 20:00:00,29.884749990584684
NLD,hydro,monetary,2024-12-09 21:00:00,29.884749990492146
NLD,hydro,monetary,2024-12-09 22:00:00,29.884749990283307
NLD,hydro,monetary,2024-12-09 23:00:00,28.460982929070077
NLD,hydro,monetary,2024-12-10 00:00:00,25.880076591975147
NLD,hydro,monetary,2024-12-10 01:00:00,22.926983345987527
NLD,hydro,monetary,2024-12-10 02:00:00,21.113851265274967
NLD,hydro,monetary,2024-12-10 03:00:00,21.96547805695109
NLD,hydro,monetary,2024-12-10 04:00:00,22.657573747532847
NLD,hydro,monetary,2024-12-10 05:00:00,24.651946807485835
NLD,hydro,monetary,2024-12-10 06:00:00,26.847594694937733
NLD,hydro,monetary,2024-12-10 07:00:00,29.884749995462006
NLD,hydro,monetary,2024-12-10 08:00:00,29.884749998031808
NLD,hydro,monetary,2024-12-10 09:00:00,29.884749995291187
NLD,hydro,monetary,2024-12-10 10:00:00,26.31193334281453
NLD,hydro,monetary,2024-12-10 11:00:00,21.738109530623067
NLD,hydro,monetary,2024-12-10 12:00:00,20.310749732773825
NLD,hydro,monetary,2024-12-10 13:00:00,21.01191985629051
NLD,hydro,monetary,2024-12-10 14:00:00,22.650172654938466
NLD,hydro,monetary,2024-12-10 15:00:00,26.13974538215107
NLD,hydro,monetary,2024-12-10 16:00:00,29.435167792840392
NLD,hydro,monetary,2024-12-10 17:00:00,29.88474999803417
NLD,hydro,monetary,2024-12-10 18:00:00,29.884749998041492
NLD,hydro,monetary,2024-12-10 19:00:00,29.884749998045542
NLD,hydro,monetary,2024-12-10 20:00:00,29.884749998047408
NLD,hydro,monetary,2024-12-10 21:00:00,29.884749998045937
NLD,hydro,monetary,2024-12-10 22:00:00,29.88474999803811
NLD,hydro,monetary,2024-12-10 23:00:00,29.884749998038842
NLD,hydro,monetary,2024-12-11 00:00:00,29.88474999114266
NLD,hydro,monetary,2024-12-11 01:00:00,29.884749990866407
NLD,hydro,monetary,2024-12-11 02:00:00,29.884749990539124
NLD,hydro,monetary,2024-12-11 03:00:00,29.88474999052634
NLD,hydro,monetary,2024-12-11 04:00:00,29.88474999058656
NLD,hydro,monetary,2024-12-11 05:00:00,29.88474999094771
NLD,hydro,monetary,2024-12-11 06:00:00,29.88474999803818
NLD,hydro,monetary,2024-12-11 07:00:00,29.8847499980399
NLD,hydro,monetary,2024-12-11 08:00:00,29.884749998047017
NLD,hydro,monetary,2024-12-11 09:00:00,29.884749998038934
NLD,hydro,monetary,2024-12-11 10:00:00,29.88474999804086
NLD,hydro,monetary,2024-12-11 11:00:00,29.884749991232006
NLD,hydro,monetary,2024-12-11 12:00:00,29.884749991240223
NLD,hydro,monetary,2024-12-11 13:00:00,29.884749991233324
NLD,hydro,monetary,2024-12-11 14:00:00,29.884749991253614
NLD,hydro,monetary,2024-12-11 15:00:00,29.884749998040096
NLD,hydro,monetary,2024-12-11 16:00:00,29.884749998036572
NLD,hydro,monetary,2024-12-11 17:00:00,29.884749998044388
NLD,hydro,monetary,2024-12-11 18:00:00,29.884749998047745
NLD,hydro,monetary,2024-12-11 19:00:00,29.8847499980467
NLD,hydro,monetary,2024-12-11 20:00:00,29.884749998047102
NLD,hydro,monetary,2024-12-11 21:00:00,29.884749998047017
NLD,hydro,monetary,2024-12-11 22:00:00,29.88474999803966
NLD,hydro,monetary,2024-12-11 23:00:00,29.884749998036824
NLD,hydro,monetary,2024-12-12 00:00:00,29.884749998038963
NLD,hydro,monetary,2024-12-12 01:00:00,29.884749990860573
NLD,hydro,monetary,2024-12-12 02:00:00,29.884749990430677
NLD,hydro,monetary,2024-12-12 03:00:00,29.884749990292022
NLD,hydro,monetary,2024-12-12 04:00:00,29.884749990307323
NLD,hydro,monetary,2024-12-12 05:00:00,29.884749990589306
NLD,hydro,monetary,2024-12-12 06:00:00,29.884749991240657
NLD,hydro,monetary,2024-12-12 07:00:00,29.88474999803761
NLD,hydro,monetary,2024-12-12 08:00:00,29.884749998043414
NLD,hydro,monetary,2024-12-12 09:00:00,29.88474999803762
NLD,hydro,monetary,2024-12-12 10:00:00,29.884749998042217
NLD,hydro,monetary,2024-12-12 11:00:00,29.884749990894566
NLD,hydro,monetary,2024-12-12 12:00:00,29.88474999046102
NLD,hydro,monetary,2024-12-12 13:00:00,29.884749990817376
NLD,hydro,monetary,2024-12-12 14:00:00,29.884749991109814
NLD,hydro,monetary,2024-12-12 15:00:00,29.884749998038654
NLD,hydro,monetary,2024-12-12 16:00:00,29.884749998039307
NLD,hydro,monetary,2024-12-12 17:00:00,29.884749998045052
NLD,hydro,monetary,2024-12-12 18:00:00,29.884749998047056
NLD,hydro,monetary,2024-12-12 19:00:00,29.884749998045752
NLD,hydro,monetary,2024-12-12 20:00:00,29.884749998046768
NLD,hydro,monetary,2024-12-12 21:00:00,29.884749998046388
NLD,hydro,monetary,2024-12-12 22:00:00,29.884749998039347
NLD,hydro,monetary,2024-12-12 23:00:00,29.884749998037226
NLD,hydro,monetary,2024-12-13 00:00:00,29.88474999802835
NLD,hydro,monetary,2024-12-13 01:00:00,29.88474999122056
NLD,hydro,monetary,2024-12-13 02:00:00,29.88474999072626
NLD,hydro,monetary,2024-12-13 03:00:00,29.88474999055238
NLD,hydro,monetary,2024-12-13 04:00:00,29.884749990651507
NLD,hydro,monetary,2024-12-13 05:00:00,29.88474999108492
NLD,hydro,monetary,2024-12-13 06:00:00,29.884749998038494
NLD,hydro,monetary,2024-12-13 07:00:00,29.884749998040302
NLD,hydro,monetary,2024-12-13 08:00:00,29.884749998047564
NLD,hydro,monetary,2024-12-13 09:00:00,29.884749998042174
NLD,hydro,monetary,2024-12-13 10:00:00,29.884749998033808
NLD,hydro,monetary,2024-12-13 11:00:00,29.88474999090176
NLD,hydro,monetary,2024-12-13 12:00:00,29.884749990252907
NLD,hydro,monetary,2024-12-13 13:00:00,29.88474999008225
NLD,hydro,monetary,2024-12-13 14:00:00,29.884749990158486
NLD,hydro,monetary,2024-12-13 15:00:00,29.88474999054999
NLD,hydro,monetary,2024-12-13 16:00:00,29.884749998038888
NLD,hydro,monetary,2024-12-13 17:00:00,29.884749998040125
NLD,hydro,monetary,2024-12-13 18:00:00,29.884749998047777
NLD,hydro,monetary,2024-12-13 19:00:00,29.884749998046917
NLD,hydro,monetary,2024-12-13 20:00:00,29.884749998047
NLD,hydro,monetary,2024-12-13 21:00:00,29.884749998046686
NLD,hydro,monetary,2024-12-13 22:00:00,29.884749998040455
NLD,hydro,monetary,2024-12-13 23:00:00,29.88474999803597
NLD,hydro,monetary,2024-12-14 00:00:00,29.88474999803573
NLD,hydro,monetary,2024-12-14 01:00:00,29.884749991057515
NLD,hydro,monetary,2024-12-14 02:00:00,29.884749990457667
NLD,hydro,monetary,2024-12-14 03:00:00,29.884749990240334
NLD,hydro,monetary,2024-12-14 04:00:00,29.884749990141444
NLD,hydro,monetary,2024-12-14 05:00:00,29.884749990110087
NLD,hydro,monetary,2024-12-14 06:00:00,29.88474999021805
NLD,hydro,monetary,2024-12-14 07:00:00,29.884749990553864
NLD,hydro,monetary,2024-12-14 08:00:00,29.884749991025846
NLD,hydro,monetary,2024-12-14 09:00:00,29.88474998977955
NLD,hydro,monetary,2024-12-14 10:00:00,28.64393347214172
NLD,hydro,monetary,2024-12-14 11:00:00,25.363895946824233
NLD,hydro,monetary,2024-12-14 12:00:00,20.152199122684408
NLD,hydro,monetary,2024-12-14 13:00:00,18.58318638086994
NLD,hydro,monetary,2024-12-14 14:00:00,17.700638867131786
NLD,hydro,monetary,2024-12-14 15:00:00,19.855359107637387
NLD,hydro,monetary,2024-12-14 16:00:00,28.23831323500779
NLD,hydro,monetary,2024-12-14 17:00:00,29.88474999528999
NLD,hydro,monetary,2024-12-14 18:00:00,29.88474999802871
NLD,hydro,monetary,2024-12-14 19:00:00,29.884749998034557
NLD,hydro,monetary,2024-12-14 20:00:00,29.88474999803403
NLD,hydro,monetary,2024-12-14 21:00:00,29.884749998027544
NLD,hydro,monetary,2024-12-14 22:00:00,29.884749990825124
NLD,hydro,monetary,2024-12-14 23:00:00,29.88474999030096
NLD,hydro,monetary,2024-12-15 00:00:00,29.88474999027797
NLD,hydro,monetary,2024-12-15 01:00:00,26.74384266669852
NLD,hydro,monetary,2024-12-15 02:00:00,24.135274530418176
NLD,hydro,monetary,2024-12-15 03:00:00,22.183547521004172
NLD,hydro,monetary,2024-12-15 04:00:00,20.10121021392032
NLD,hydro,monetary,2024-12-15 05:00:00,19.380438442143443
NLD,hydro,monetary,2024-12-15 06:00:00,19.525062040467642
NLD,hydro,monetary,2024-12-15 07:00:00,21.823506395387625
NLD,hydro,monetary,2024-12-15 08:00:00,23.473657440191552
NLD,hydro,monetary,2024-12-15 09:00:00,19.147506721084813
NLD,hydro,monetary,2024-12-15 10:00:00,11.465266441132393
NLD,hydro,monetary,2024-12-15 11:00:00,10.406830785035295
NLD,hydro,monetary,2024-12-15 12:00:00,7.528535261802938
NLD,hydro,monetary,2024-12-15 13:00:00,8.232824364708668
NLD,hydro,monetary,2024-12-15 14:00:00,11.29920195400128
NLD,hydro,monetary,2024-12-15 15:00:00,11.696609419830077
NLD,hydro,monetary,2024-12-15 16:00:00,22.348332705637954
NLD,hydro,monetary,2024-12-15 17:00:00,29.857467935377123
NLD,hydro,monetary,2024-12-15 18:00:00,29.884749995088452
NLD,hydro,monetary,2024-12-15 19:00:00,29.884749990668713
NLD,hydro,monetary,2024-12-15 20:00:00,29.88474999098968
NLD,hydro,monetary,2024-12-15 21:00:00,29.884749990877655
NLD,hydro,monetary,2024-12-15 22:00:00,29.8847499902746
NLD,hydro,monetary,2024-12-15 23:00:00,29.884749990217706
NLD,hydro,monetary,2024-12-16 00:00:00,27.454878046215747
NLD,hydro,monetary,2024-12-16 01:00:00,26.893315641178656
NLD,hydro,monetary,2024-12-16 02:00:00,26.782803206430113
NLD,hydro,monetary,2024-12-16 03:00:00,27.078543241047463
NLD,hydro,monetary,2024-12-16 04:00:00,27.760357928393397
NLD,hydro,monetary,2024-12-16 05:00:00,29.276055386521893
NLD,hydro,monetary,2024-12-16 06:00:00,28.092007355484938
NLD,hydro,monetary,2024-12-16 07:00:00,29.88474999803638
NLD,hydro,monetary,2024-12-16 08:00:00,29.884749998033698
NLD,hydro,monetary,2024-12-16 09:00:00,29.884749995570406
NLD,hydro,monetary,2024-12-16 10:00:00,25.29678275124663
NLD,hydro,monetary,2024-12-16 11:00:00,23.43004104660234
NLD,hydro,monetary,2024-12-16 12:00:00,20.272309680563968
NLD,hydro,monetary,2024-12-16 13:00:00,21.127233269690386
NLD,hydro,monetary,2024-12-16 14:00:00,21.226078176236484
NLD,hydro,monetary,2024-12-16 15:00:00,23.827489718058224
NLD,hydro,monetary,2024-12-16 16:00:00,27.482021363977214
NLD,hydro,monetary,2024-12-16 17:00:00,29.884749998034895
NLD,hydro,monetary,2024-12-16 18:00:00,29.88474999803878
NLD,hydro,monetary,2024-12-16 19:00:00,29.884749998042103
NLD,hydro,monetary,2024-12-16 20:00:00,29.884749998044075
NLD,hydro,monetary,2024-12-16 21:00:00,29.88474999803992
NLD,hydro,monetary,2024-12-16 22:00:00,29.884749998038195
NLD,hydro,monetary,2024-12-16 23:00:00,29.884749990835132
NLD,hydro,monetary,2024-12-17 00:00:00,29.88474999027097
NLD,hydro,monetary,2024-12-17 01:00:00,29.884749990231956
NLD,hydro,monetary,2024-12-17 02:00:00,28.755614113883553
NLD,hydro,monetary,2024-12-17 03:00:00,27.915814895905218
NLD,hydro,monetary,2024-12-17 04:00:00,28.372879657966408
NLD,hydro,monetary,2024-12-17 05:00:00,29.201163123632316
NLD,hydro,monetary,2024-12-17 06:00:00,29.198349589827654
NLD,hydro,monetary,2024-12-17 07:00:00,29.884749998032845
NLD,hydro,monetary,2024-12-17 08:00:00,29.884749998035343
NLD,hydro,monetary,2024-12-17 09:00:00,29.88474999803364
NLD,hydro,monetary,2024-12-17 10:00:00,29.35488541969231
NLD,hydro,monetary,2024-12-17 11:00:00,29.389404369608013
NLD,hydro,monetary,2024-12-17 12:00:00,24.997102346117007
NLD,hydro,monetary,2024-12-17 13:00:00,25.016346596313376
NLD,hydro,monetary,2024-12-17 14:00:00,26.510043019320786
NLD,hydro,monetary,2024-12-17 15:00:00,26.096720217636335
NLD,hydro,monetary,2024-12-17 16:00:00,29.884749995341984
NLD,hydro,monetary,2024-12-17 17:00:00,29.884749998033943
NLD,hydro,monetary,2024-12-17 18:00:00,29.88474999803904
NLD,hydro,monetary,2024-12-17 19:00:00,29.884749998040665
NLD,hydro,monetary,2024-12-17 20:00:00,29.884749998041123
NLD,hydro,monetary,2024-12-17 21:00:00,29.88474999803814
NLD,hydro,monetary,2024-12-17 22:00:00,29.884749998037588
NLD,hydro,monetary,2024-12-17 23:00:00,29.884749990475395
NLD,hydro,monetary,2024-12-18 00:00:00,29.884749990276674
NLD,hydro,monetary,2024-12-18 01:00:00,28.085885067987412
NLD,hydro,monetary,2024-12-18 02:00:00,26.349033325427367
NLD,hydro,monetary,2024-12-18 03:00:00,26.24569988230724
NLD,hydro,monetary,2024-12-18 04:00:00,27.098561341767844
NLD,hydro,monetary,2024-12-18 05:00:00,28.193418236715456
NLD,hydro,monetary,2024-12-18 06:00:00,27.56687191219575
NLD,hydro,monetary,2024-12-18 07:00:00,29.884749998031154
NLD,hydro,monetary,2024-12-18 08:00:00,29.88474999803473
NLD,hydro,monetary,2024-12-18 09:00:00,29.884749995623313
NLD,hydro,monetary,2024-12-18 10:00:00,26.46799876808901
NLD,hydro,monetary,2024-12-18 11:00:00,26.35689649261726
NLD,hydro,monetary,2024-12-18 12:00:00,22.898384885470875
NLD,hydro,monetary,2024-12-18 13:00:00,22.822337212702628
NLD,hydro,monetary,2024-12-18 14:00:00,22.668351455777678
NLD,hydro,monetary,2024-12-18 15:00:00,25.881324377585543
NLD,hydro,monetary,2024-12-18 16:00:00,29.884749990665696
NLD,hydro,monetary,2024-12-18 17:00:00,29.884749990866933
NLD,hydro,monetary,2024-12-18 18:00:00,29.884749998032763
NLD,hydro,monetary,2024-12-18 19:00:00,29.884749998031896
NLD,hydro,monetary,2024-12-18 20:00:00,29.884749998034653
NLD,hydro,monetary,2024-12-18 21:00:00,29.88474999548306
NLD,hydro,monetary,2024-12-18 22:00:00,29.64007584035798
NLD,hydro,monetary,2024-12-18 23:00:00,28.781184699898212
NLD,hydro,monetary,2024-12-19 00:00:00,24.411669084109352
NLD,hydro,monetary,2024-12-19 01:00:00,19.401822761639146
NLD,hydro,monetary,2024-12-19 02:00:00,15.145210845629794
NLD,hydro,monetary,2024-12-19 03:00:00,13.603193640046316
NLD,hydro,monetary,2024-12-19 04:00:00,14.509613119038947
NLD,hydro,monetary,2024-12-19 05:00:00,15.454154400864974
NLD,hydro,monetary,2024-12-19 06:00:00,19.507317986892325
NLD,hydro,monetary,2024-12-19 07:00:00,26.114834344313394
NLD,hydro,monetary,2024-12-19 08:00:00,29.884749990573503
NLD,hydro,monetary,2024-12-19 09:00:00,29.42754036081018
NLD,hydro,monetary,2024-12-19 10:00:00,24.46165605974986
NLD,hydro,monetary,2024-12-19 11:00:00,19.873351698471602
