timesteps,nodes,techs,source_use_equals
2024-10-08 11:00:00,NLD,solar_pv,0.2752345489959725
2024-10-08 11:00:00,NLD,wind_onshore,0.4430451733685543
2024-10-08 12:00:00,NLD,solar_pv,0.2963840524789636
2024-10-08 12:00:00,NLD,wind_onshore,0.4229919480409324
2024-10-08 13:00:00,NLD,solar_pv,0.3107007886847407
2024-10-08 13:00:00,NLD,wind_onshore,0.3504296801633415
2024-10-08 14:00:00,NLD,solar_pv,0.3048871810922598
2024-10-08 14:00:00,NLD,wind_onshore,0.3780880989742689
2024-10-08 15:00:00,NLD,solar_pv,0.2662199005155292
2024-10-08 15:00:00,NLD,wind_onshore,0.3322989282230557
2024-10-08 16:00:00,NLD,solar_pv,0.2371596226522466
2024-10-08 16:00:00,NLD,wind_onshore,0.3433473490333408
2024-10-08 17:00:00,NLD,solar_pv,0.1964805363780513
2024-10-08 17:00:00,NLD,wind_onshore,0.422600104208951
2024-10-08 18:00:00,NLD,solar_pv,0.100733200032075
2024-10-08 18:00:00,NLD,wind_onshore,0.3778044931022156
2024-10-08 19:00:00,NLD,solar_pv,0.0250528333415245
2024-10-08 19:00:00,NLD,wind_onshore,0.3964177870138682
2024-10-08 20:00:00,NLD,solar_pv,0.003509504828075
2024-10-08 20:00:00,NLD,wind_onshore,0.4259719908150715
2024-10-08 21:00:00,NLD,solar_pv,0.0020518995429301
2024-10-08 21:00:00,NLD,wind_onshore,0.4268335322593349
2024-10-08 22:00:00,NLD,solar_pv,0.0015099859542205
2024-10-08 22:00:00,NLD,wind_onshore,0.4247630761028276
2024-10-08 23:00:00,NLD,solar_pv,0.0017654225503307
2024-10-08 23:00:00,NLD,wind_onshore,0.4199021223485789
2024-10-09 00:00:00,NLD,solar_pv,0.0005548470872467
2024-10-09 00:00:00,NLD,wind_onshore,0.4123198305998679
2024-10-09 01:00:00,NLD,solar_pv,0.0005839474589555
2024-10-09 01:00:00,NLD,wind_onshore,0.3744930113357527
2024-10-09 02:00:00,NLD,solar_pv,0.0007591963641348
2024-10-09 02:00:00,NLD,wind_onshore,0.3479762258183735
2024-10-09 03:00:00,NLD,solar_pv,0.0005231600158306
2024-10-09 03:00:00,NLD,wind_onshore,0.3271909629028252
2024-10-09 04:00:00,NLD,solar_pv,0.0004882395697801
2024-10-09 04:00:00,NLD,wind_onshore,0.3263138204092019
2024-10-09 05:00:00,NLD,solar_pv,0.0003608446091884
2024-10-09 05:00:00,NLD,wind_onshore,0.3309343059502099
2024-10-09 06:00:00,NLD,solar_pv,0.0002134027258641
2024-10-09 06:00:00,NLD,wind_onshore,0.3807720550368669
2024-10-09 07:00:00,NLD,solar_pv,0.0002825969430382
2024-10-09 07:00:00,NLD,wind_onshore,0.4073813259983157
2024-10-09 08:00:00,NLD,solar_pv,0.0128533108462905
2024-10-09 08:00:00,NLD,wind_onshore,0.40398441712662
2024-10-09 09:00:00,NLD,solar_pv,0.0773533147263401
2024-10-09 09:00:00,NLD,wind_onshore,0.3892351244751686
2024-10-09 10:00:00,NLD,solar_pv,0.1463341291746099
2024-10-09 10:00:00,NLD,wind_onshore,0.3717279904030827
2024-10-09 11:00:00,NLD,solar_pv,0.1773829324379903
2024-10-09 11:00:00,NLD,wind_onshore,0.3916552864837355
2024-10-09 12:00:00,NLD,solar_pv,0.1942035939605735
2024-10-09 12:00:00,NLD,wind_onshore,0.4185580692262485
2024-10-09 13:00:00,NLD,solar_pv,0.1932187080469641
2024-10-09 13:00:00,NLD,wind_onshore,0.4526569344392407
2024-10-09 14:00:00,NLD,solar_pv,0.1961869459612563
2024-10-09 14:00:00,NLD,wind_onshore,0.467425614802518
2024-10-09 15:00:00,NLD,solar_pv,0.1956935329920614
2024-10-09 15:00:00,NLD,wind_onshore,0.4267533458949549
2024-10-09 16:00:00,NLD,solar_pv,0.1735313365736058
2024-10-09 16:00:00,NLD,wind_onshore,0.4510998285399235
2024-10-09 17:00:00,NLD,solar_pv,0.1370355904012747
2024-10-09 17:00:00,NLD,wind_onshore,0.4857858384882432
2024-10-09 18:00:00,NLD,solar_pv,0.0698861593458753
2024-10-09 18:00:00,NLD,wind_onshore,0.4985711862250307
2024-10-09 19:00:00,NLD,solar_pv,0.0130764136960576
2024-10-09 19:00:00,NLD,wind_onshore,0.5120026294584163
2024-10-09 20:00:00,NLD,solar_pv,0.0009590189165349
2024-10-09 20:00:00,NLD,wind_onshore,0.5073601509818059
2024-10-09 21:00:00,NLD,solar_pv,0.0007145757941814
2024-10-09 21:00:00,NLD,wind_onshore,0.4720332862777411
