nodes,techs,carriers,timesteps,flow_out_inc_eff
NLD,hydro,power,2025-07-19 02:00:00,17011.97215470958
NLD,hydro,power,2025-07-19 03:00:00,16794.228959030712
NLD,hydro,power,2025-07-19 04:00:00,16901.281244632723
NLD,hydro,power,2025-07-19 05:00:00,17186.472622742975
NLD,hydro,power,2025-07-19 06:00:00,18129.231291742122
NLD,hydro,power,2025-07-19 07:00:00,17278.224979186358
NLD,hydro,power,2025-07-19 08:00:00,12192.945171001895
NLD,hydro,power,2025-07-19 09:00:00,5803.96991694889
NLD,hydro,power,2025-07-19 10:00:00,3723.9597042506093
NLD,hydro,power,2025-07-19 11:00:00,2545.830753238154
NLD,hydro,power,2025-07-19 12:00:00,3086.9140696207064
NLD,hydro,power,2025-07-19 13:00:00,5484.29296669846
NLD,hydro,power,2025-07-19 14:00:00,6447.881654688556
NLD,hydro,power,2025-07-19 15:00:00,6492.6691658007685
NLD,hydro,power,2025-07-19 16:00:00,5754.591862668586
NLD,hydro,power,2025-07-19 17:00:00,4275.379737321026
NLD,hydro,power,2025-07-19 18:00:00,4357.862191116462
NLD,hydro,power,2025-07-19 19:00:00,8770.014539511032
NLD,hydro,power,2025-07-19 20:00:00,16121.704820457853
NLD,hydro,power,2025-07-19 21:00:00,18974.444438251063
NLD,hydro,power,2025-07-19 22:00:00,18974.444438433882
NLD,hydro,power,2025-07-19 23:00:00,18974.44443827619
NLD,hydro,power,2025-07-20 00:00:00,18047.000366706652
NLD,hydro,power,2025-07-20 01:00:00,16167.125731888073
NLD,hydro,power,2025-07-20 02:00:00,14592.77697538626
NLD,hydro,power,2025-07-20 03:00:00,13781.648591659034
NLD,hydro,power,2025-07-20 04:00:00,13514.410608197148
NLD,hydro,power,2025-07-20 05:00:00,13895.107942614119
NLD,hydro,power,2025-07-20 06:00:00,14007.850719535723
NLD,hydro,power,2025-07-20 07:00:00,13123.586873475975
NLD,hydro,power,2025-07-20 08:00:00,9072.005362672926
NLD,hydro,power,2025-07-20 09:00:00,3811.688223126154
NLD,hydro,power,2025-07-20 10:00:00,2850.558294087473
NLD,hydro,power,2025-07-20 11:00:00,3899.68799335903
NLD,hydro,power,2025-07-20 12:00:00,2859.765876709859
NLD,hydro,power,2025-07-20 13:00:00,5115.212120525616
NLD,hydro,power,2025-07-20 14:00:00,4162.745805533149
NLD,hydro,power,2025-07-20 15:00:00,3856.191445212912
NLD,hydro,power,2025-07-20 16:00:00,4684.225712319213
NLD,hydro,power,2025-07-20 17:00:00,4693.46542766166
NLD,hydro,power,2025-07-20 18:00:00,6009.3825252937595
NLD,hydro,power,2025-07-20 19:00:00,6168.525646914802
NLD,hydro,power,2025-07-20 20:00:00,11961.013921989268
NLD,hydro,power,2025-07-20 21:00:00,18974.444439545692
NLD,hydro,power,2025-07-20 22:00:00,18974.444438437964
NLD,hydro,power,2025-07-20 23:00:00,18974.44443832194
NLD,hydro,power,2025-07-21 00:00:00,17342.670710928283
NLD,hydro,power,2025-07-21 01:00:00,15958.393804129146
NLD,hydro,power,2025-07-21 02:00:00,15278.276555730836
NLD,hydro,power,2025-07-21 03:00:00,14623.223097766424
NLD,hydro,power,2025-07-21 04:00:00,15136.417344967258
NLD,hydro,power,2025-07-21 05:00:00,16554.98922277177
NLD,hydro,power,2025-07-21 06:00:00,18974.44443832335
NLD,hydro,power,2025-07-21 07:00:00,18974.444438454706
NLD,hydro,power,2025-07-21 08:00:00,18631.827541448583
NLD,hydro,power,2025-07-21 09:00:00,12145.971078982566
NLD,hydro,power,2025-07-21 10:00:00,7494.435592014091
NLD,hydro,power,2025-07-21 11:00:00,5417.412096791478
NLD,hydro,power,2025-07-21 12:00:00,5599.905475590502
NLD,hydro,power,2025-07-21 13:00:00,6039.920680177473
NLD,hydro,power,2025-07-21 14:00:00,5107.701028997287
NLD,hydro,power,2025-07-21 15:00:00,5419.291331824976
NLD,hydro,power,2025-07-21 16:00:00,5254.151622060241
NLD,hydro,power,2025-07-21 17:00:00,7212.759393265069
NLD,hydro,power,2025-07-21 18:00:00,10538.324152136212
NLD,hydro,power,2025-07-21 19:00:00,13270.553749948316
NLD,hydro,power,2025-07-21 20:00:00,18974.444441588024
NLD,hydro,power,2025-07-21 21:00:00,18974.44444319735
NLD,hydro,power,2025-07-21 22:00:00,18974.44444319865
NLD,hydro,power,2025-07-21 23:00:00,18974.444443198252
NLD,hydro,power,2025-07-22 00:00:00,18974.44443875736
NLD,hydro,power,2025-07-22 01:00:00,18974.44443836713
NLD,hydro,power,2025-07-22 02:00:00,18974.444438219376
NLD,hydro,power,2025-07-22 03:00:00,18974.44443816918
NLD,hydro,power,2025-07-22 04:00:00,18974.444438215356
NLD,hydro,power,2025-07-22 05:00:00,18974.444438418213
NLD,hydro,power,2025-07-22 06:00:00,18974.4444388303
NLD,hydro,power,2025-07-22 07:00:00,18974.44444319428
NLD,hydro,power,2025-07-22 08:00:00,18960.65543583743
NLD,hydro,power,2025-07-22 09:00:00,15305.574745892942
NLD,hydro,power,2025-07-22 10:00:00,10897.707285331197
NLD,hydro,power,2025-07-22 11:00:00,8387.798922353759
NLD,hydro,power,2025-07-22 12:00:00,8058.968931098198
NLD,hydro,power,2025-07-22 13:00:00,8207.937498402654
NLD,hydro,power,2025-07-22 14:00:00,8184.862637911162
NLD,hydro,power,2025-07-22 15:00:00,8227.974267030264
NLD,hydro,power,2025-07-22 16:00:00,8207.897876580748
NLD,hydro,power,2025-07-22 17:00:00,8961.088372515294
NLD,hydro,power,2025-07-22 18:00:00,10167.750005998023
NLD,hydro,power,2025-07-22 19:00:00,14715.296880292874
NLD,hydro,power,2025-07-22 20:00:00,18974.444441481235
NLD,hydro,power,2025-07-22 21:00:00,18974.444443196924
NLD,hydro,power,2025-07-22 22:00:00,18974.4444431984
NLD,hydro,power,2025-07-22 23:00:00,18974.444438874725
NLD,hydro,power,2025-07-23 00:00:00,18974.44443858251
NLD,hydro,power,2025-07-23 01:00:00,18974.444438347073
NLD,hydro,power,2025-07-23 02:00:00,18974.44443824125
NLD,hydro,power,2025-07-23 03:00:00,18974.444438217855
NLD,hydro,power,2025-07-23 04:00:00,18974.444438277344
NLD,hydro,power,2025-07-23 05:00:00,18974.44443852709
NLD,hydro,power,2025-07-23 06:00:00,18974.44443886656
NLD,hydro,power,2025-07-23 07:00:00,18974.444443196397
NLD,hydro,power,2025-07-23 08:00:00,18974.444441534095
NLD,hydro,power,2025-07-23 09:00:00,17610.0795872563
NLD,hydro,power,2025-07-23 10:00:00,15142.69813669972
NLD,hydro,power,2025-07-23 11:00:00,9383.510739632036
NLD,hydro,power,2025-07-23 12:00:00,11424.868671240538
NLD,hydro,power,2025-07-23 13:00:00,11299.830967202925
NLD,hydro,power,2025-07-23 14:00:00,11456.980244243461
NLD,hydro,power,2025-07-23 15:00:00,11532.484231490178
NLD,hydro,power,2025-07-23 16:00:00,11334.52279821937
NLD,hydro,power,2025-07-23 17:00:00,11685.27897886626
NLD,hydro,power,2025-07-23 18:00:00,13354.42482592481
NLD,hydro,power,2025-07-23 19:00:00,16796.051144645506
NLD,hydro,power,2025-07-23 20:00:00,18974.444438439335
NLD,hydro,power,2025-07-23 21:00:00,18974.44443854259
NLD,hydro,power,2025-07-23 22:00:00,18974.44443842554
NLD,hydro,power,2025-07-23 23:00:00,18974.444438251794
NLD,hydro,power,2025-07-24 00:00:00,18791.727992559987
NLD,hydro,power,2025-07-24 01:00:00,17473.090417201256
NLD,hydro,power,2025-07-24 02:00:00,16467.267159208794
NLD,hydro,power,2025-07-24 03:00:00,15900.515503324685
NLD,hydro,power,2025-07-24 04:00:00,15886.75284843942
NLD,hydro,power,2025-07-24 05:00:00,16642.747011856285
NLD,hydro,power,2025-07-24 06:00:00,18760.4935937144
NLD,hydro,power,2025-07-24 07:00:00,18974.444438425642
NLD,hydro,power,2025-07-24 08:00:00,16379.9303428462
NLD,hydro,power,2025-07-24 09:00:00,10548.151348281219
NLD,hydro,power,2025-07-24 10:00:00,6667.721340564962
NLD,hydro,power,2025-07-24 11:00:00,4634.348397799157
NLD,hydro,power,2025-07-24 12:00:00,6019.636374457007
NLD,hydro,power,2025-07-24 13:00:00,5006.927029583574
NLD,hydro,power,2025-07-24 14:00:00,4672.349810966166
NLD,hydro,power,2025-07-24 15:00:00,4313.086347640377
NLD,hydro,power,2025-07-24 16:00:00,4323.843367697119
NLD,hydro,power,2025-07-24 17:00:00,4387.356901331973
NLD,hydro,power,2025-07-24 18:00:00,5748.241425178895
NLD,hydro,power,2025-07-24 19:00:00,6675.395159803848
NLD,hydro,power,2025-07-24 20:00:00,11325.888306215633
NLD,hydro,power,2025-07-24 21:00:00,17395.626865208254
NLD,hydro,power,2025-07-24 22:00:00,18127.704814338536
NLD,hydro,power,2025-07-24 23:00:00,16974.517721616914
NLD,hydro,power,2025-07-25 00:00:00,15799.81736273656
NLD,hydro,power,2025-07-25 01:00:00,14732.014922590088
NLD,hydro,power,2025-07-25 02:00:00,13874.454106434116
NLD,hydro,power,2025-07-25 03:00:00,13283.736636650528
NLD,hydro,power,2025-07-25 04:00:00,13510.215643523203
NLD,hydro,power,2025-07-25 05:00:00,13912.679521501133
NLD,hydro,power,2025-07-25 06:00:00,16191.232182163923
NLD,hydro,power,2025-07-25 07:00:00,16877.998441756863
NLD,hydro,power,2025-07-25 08:00:00,13195.250617162685
NLD,hydro,power,2025-07-25 09:00:00,7783.755380807998
NLD,hydro,power,2025-07-25 10:00:00,4174.803347717581
NLD,hydro,power,2025-07-25 11:00:00,5084.435006747014
NLD,hydro,power,2025-07-25 12:00:00,3941.3152486765257
NLD,hydro,power,2025-07-25 13:00:00,3902.4769001759187
NLD,hydro,power,2025-07-25 14:00:00,3061.366243135669
NLD,hydro,power,2025-07-25 15:00:00,2061.365555780866
NLD,hydro,power,2025-07-25 16:00:00,3097.5420078827456
NLD,hydro,power,2025-07-25 17:00:00,3315.1283779595974
NLD,hydro,power,2025-07-25 18:00:00,3167.0780058274795
NLD,hydro,power,2025-07-25 19:00:00,4919.5356257465955
NLD,hydro,power,2025-07-25 20:00:00,11753.114198241346
NLD,hydro,power,2025-07-25 21:00:00,17496.24292851029
NLD,hydro,power,2025-07-25 22:00:00,17231.880643210116
NLD,hydro,power,2025-07-25 23:00:00,14562.953836183297
NLD,hydro,power,2025-07-26 00:00:00,13594.25035673021
NLD,hydro,power,2025-07-26 01:00:00,12500.059921043081
NLD,hydro,power,2025-07-26 02:00:00,11981.679662757648
NLD,hydro,power,2025-07-26 03:00:00,12116.390692836918
NLD,hydro,power,2025-07-26 04:00:00,12345.927865175176
NLD,hydro,power,2025-07-26 05:00:00,12388.786864129896
NLD,hydro,power,2025-07-26 06:00:00,13744.337848722364
NLD,hydro,power,2025-07-26 07:00:00,13577.253014196624
NLD,hydro,power,2025-07-26 08:00:00,9933.196815094092
NLD,hydro,power,2025-07-26 09:00:00,4584.955707125642
NLD,hydro,power,2025-07-26 10:00:00,2453.694431807021
NLD,hydro,power,2025-07-26 11:00:00,3734.5755177933675
NLD,hydro,power,2025-07-26 12:00:00,2327.8444675014134
NLD,hydro,power,2025-07-26 13:00:00,2700.2618781604992
NLD,hydro,power,2025-07-26 14:00:00,1945.8047857543354
NLD,hydro,power,2025-07-26 15:00:00,480.9782379001268
NLD,hydro,power,2025-07-26 16:00:00,23.1138723178172
NLD,hydro,power,2025-07-26 17:00:00,1655.7805988434607
NLD,hydro,power,2025-07-26 18:00:00,3449.415705067842
NLD,hydro,power,2025-07-26 19:00:00,4213.604000471979
NLD,hydro,power,2025-07-26 20:00:00,13830.410225905112
NLD,hydro,power,2025-07-26 21:00:00,18974.4444384081
NLD,hydro,power,2025-07-26 22:00:00,18974.44443838735
NLD,hydro,power,2025-07-26 23:00:00,18462.640727976643
NLD,hydro,power,2025-07-27 00:00:00,17065.639504458064
NLD,hydro,power,2025-07-27 01:00:00,15685.893932615325
NLD,hydro,power,2025-07-27 02:00:00,15086.192499528766
NLD,hydro,power,2025-07-27 03:00:00,15038.081546696714
NLD,hydro,power,2025-07-27 04:00:00,14719.603565382668
NLD,hydro,power,2025-07-27 05:00:00,14686.004701362337
NLD,hydro,power,2025-07-27 06:00:00,15270.429722712317
NLD,hydro,power,2025-07-27 07:00:00,14563.64885677376
NLD,hydro,power,2025-07-27 08:00:00,9597.812817964208
NLD,hydro,power,2025-07-27 09:00:00,3606.130613817933
NLD,hydro,power,2025-07-27 10:00:00,2190.6047446728594
NLD,hydro,power,2025-07-27 11:00:00,2686.164445741322
NLD,hydro,power,2025-07-27 12:00:00,4832.087767472431
NLD,hydro,power,2025-07-27 13:00:00,3867.3555943522283
NLD,hydro,power,2025-07-27 14:00:00,3060.8235037641202
NLD,hydro,power,2025-07-27 15:00:00,1168.2586520158911
NLD,hydro,power,2025-07-27 16:00:00,2750.5393905546257
NLD,hydro,power,2025-07-27 17:00:00,3932.803361318879
NLD,hydro,power,2025-07-27 18:00:00,4159.138827411838
NLD,hydro,power,2025-07-27 19:00:00,6466.958930804725
NLD,hydro,power,2025-07-27 20:00:00,12317.721044958687
NLD,hydro,power,2025-07-27 21:00:00,18974.444438372644
NLD,hydro,power,2025-07-27 22:00:00,18974.444438428418
NLD,hydro,power,2025-07-27 23:00:00,18974.44443831313
NLD,hydro,power,2025-07-28 00:00:00,17417.522265669933
NLD,hydro,power,2025-07-28 01:00:00,15932.728607490593
NLD,hydro,power,2025-07-28 02:00:00,14725.399286023656
NLD,hydro,power,2025-07-28 03:00:00,14160.832045494022
NLD,hydro,power,2025-07-28 04:00:00,14263.867324979254
NLD,hydro,power,2025-07-28 05:00:00,14341.68444169564
NLD,hydro,power,2025-07-28 06:00:00,16893.951606870854
NLD,hydro,power,2025-07-28 07:00:00,18941.390125411166
NLD,hydro,power,2025-07-28 08:00:00,15449.370331033711
NLD,hydro,power,2025-07-28 09:00:00,9742.810190769906
NLD,hydro,power,2025-07-28 10:00:00,6761.898800682951
NLD,hydro,power,2025-07-28 11:00:00,3962.2561538819286
NLD,hydro,power,2025-07-28 12:00:00,4910.450421442088
NLD,hydro,power,2025-07-28 13:00:00,3905.6258312044724
NLD,hydro,power,2025-07-28 14:00:00,3722.386393179692
NLD,hydro,power,2025-07-28 15:00:00,2646.395246909164
NLD,hydro,power,2025-07-28 16:00:00,2834.7627057356044
NLD,hydro,power,2025-07-28 17:00:00,2857.0974583502825
NLD,hydro,power,2025-07-28 18:00:00,2682.014321760275
NLD,hydro,power,2025-07-28 19:00:00,5423.211985743217
NLD,hydro,power,2025-07-28 20:00:00,12977.083133357548
NLD,hydro,power,2025-07-28 21:00:00,18974.118792200752
NLD,hydro,power,2025-07-28 22:00:00,18974.4444383685
NLD,hydro,power,2025-07-28 23:00:00,16365.71299108245
NLD,hydro,power,2025-07-29 00:00:00,14951.497756795705
NLD,hydro,power,2025-07-29 01:00:00,13615.9950671779
NLD,hydro,power,2025-07-29 02:00:00,12943.338779495929
NLD,hydro,power,2025-07-29 03:00:00,12390.318437668659
NLD,hydro,power,2025-07-29 04:00:00,12181.865646360791
NLD,hydro,power,2025-07-29 05:00:00,12819.029949773156
NLD,hydro,power,2025-07-29 06:00:00,15574.352746928465
NLD,hydro,power,2025-07-29 07:00:00,17549.899508054732
NLD,hydro,power,2025-07-29 08:00:00,13977.983396635529
NLD,hydro,power,2025-07-29 09:00:00,9038.801088208955
NLD,hydro,power,2025-07-29 10:00:00,6299.666797530457
NLD,hydro,power,2025-07-29 11:00:00,5308.201292038618
NLD,hydro,power,2025-07-29 12:00:00,4969.8674974461865
NLD,hydro,power,2025-07-29 13:00:00,6101.3375482953315
NLD,hydro,power,2025-07-29 14:00:00,4887.544312621616
NLD,hydro,power,2025-07-29 15:00:00,3979.3306894287293
NLD,hydro,power,2025-07-29 16:00:00,3512.9318117769153
NLD,hydro,power,2025-07-29 17:00:00,4605.26773579303
NLD,hydro,power,2025-07-29 18:00:00,3702.3262964378673
NLD,hydro,power,2025-07-29 19:00:00,6918.871568950484
NLD,hydro,power,2025-07-29 20:00:00,14908.107882633469
NLD,hydro,power,2025-07-29 21:00:00,18974.444438438808
NLD,hydro,power,2025-07-29 22:00:00,18974.444438374827
NLD,hydro,power,2025-07-29 23:00:00,17908.116024305215
NLD,hydro,power,2025-07-30 00:00:00,16584.010414428965
NLD,hydro,power,2025-07-30 01:00:00,15332.297873232454
NLD,hydro,power,2025-07-30 02:00:00,14556.79531080106
NLD,hydro,power,2025-07-30 03:00:00,14507.005529852862
NLD,hydro,power,2025-07-30 04:00:00,14285.37717043083
NLD,hydro,power,2025-07-30 05:00:00,14682.004419738514
NLD,hydro,power,2025-07-30 06:00:00,17549.486667299774
NLD,hydro,power,2025-07-30 07:00:00,18974.44443842876
NLD,hydro,power,2025-07-30 08:00:00,15639.401370008838
NLD,hydro,power,2025-07-30 09:00:00,10183.7403570235
NLD,hydro,power,2025-07-30 10:00:00,8195.338253376798
NLD,hydro,power,2025-07-30 11:00:00,5454.267733454108
NLD,hydro,power,2025-07-30 12:00:00,4930.61052200312
NLD,hydro,power,2025-07-30 13:00:00,5251.540112935065
NLD,hydro,power,2025-07-30 14:00:00,5662.291844198727
NLD,hydro,power,2025-07-30 15:00:00,3872.9623600846594
NLD,hydro,power,2025-07-30 16:00:00,3759.3115938487963
NLD,hydro,power,2025-07-30 17:00:00,3522.0580039591764
NLD,hydro,power,2025-07-30 18:00:00,3911.574803359325
NLD,hydro,power,2025-07-30 19:00:00,8066.067717634063
NLD,hydro,power,2025-07-30 20:00:00,17073.87502508001
NLD,hydro,power,2025-07-30 21:00:00,18974.444438358354
NLD,hydro,power,2025-07-30 22:00:00,18974.444438387298
NLD,hydro,power,2025-07-30 23:00:00,17934.144444066504
NLD,hydro,power,2025-07-31 00:00:00,16427.184690577444
NLD,hydro,power,2025-07-31 01:00:00,15063.492648801162
NLD,hydro,power,2025-07-31 02:00:00,14001.250571340233
NLD,hydro,power,2025-07-31 03:00:00,13644.063466424377
NLD,hydro,power,2025-07-31 04:00:00,13669.908134342064
NLD,hydro,power,2025-07-31 05:00:00,14468.717704835413
NLD,hydro,power,2025-07-31 06:00:00,17723.68349892049
NLD,hydro,power,2025-07-31 07:00:00,18974.44443845823
NLD,hydro,power,2025-07-31 08:00:00,16192.875806140897
NLD,hydro,power,2025-07-31 09:00:00,9275.206937666157
NLD,hydro,power,2025-07-31 10:00:00,5596.932923787445
NLD,hydro,power,2025-07-31 11:00:00,3329.868090699608
NLD,hydro,power,2025-07-31 12:00:00,3677.399793298594
NLD,hydro,power,2025-07-31 13:00:00,6299.980858087965
NLD,hydro,power,2025-07-31 14:00:00,6571.0515721565
NLD,hydro,power,2025-07-31 15:00:00,5454.6351445847795
NLD,hydro,power,2025-07-31 16:00:00,4207.155489380503
NLD,hydro,power,2025-07-31 17:00:00,3543.053425341173
NLD,hydro,power,2025-07-31 18:00:00,4727.085865961148
NLD,hydro,power,2025-07-31 19:00:00,10343.985380815166
NLD,hydro,power,2025-07-31 20:00:00,18596.679567160314
NLD,hydro,power,2025-07-31 21:00:00,18974.444438614973
NLD,hydro,power,2025-07-31 22:00:00,18974.44443833891
NLD,hydro,power,2025-07-31 23:00:00,17986.548051896476
NLD,hydro,power,2025-08-01 00:00:00,16886.819146261183
NLD,hydro,power,2025-08-01 01:00:00,15244.997392446623
NLD,hydro,power,2025-08-01 02:00:00,14034.645404088089
NLD,hydro,power,2025-08-01 03:00:00,13884.84629257553
NLD,hydro,power,2025-08-01 04:00:00,14339.67041666876
NLD,hydro,power,2025-08-01 05:00:00,15053.52273349778
NLD,hydro,power,2025-08-01 06:00:00,18570.231506323966
NLD,hydro,power,2025-08-01 07:00:00,18974.444438496637
NLD,hydro,power,2025-08-01 08:00:00,17937.077084184148
NLD,hydro,power,2025-08-01 09:00:00,11391.999776776607
NLD,hydro,power,2025-08-01 10:00:00,7601.318868121504
NLD,hydro,power,2025-08-01 11:00:00,3898.56740754425
NLD,hydro,power,2025-08-01 12:00:00,4589.471759518152
NLD,hydro,power,2025-08-01 13:00:00,4744.236039915065
NLD,hydro,power,2025-08-01 14:00:00,6532.156622810117
NLD,hydro,power,2025-08-01 15:00:00,6665.758554690156
NLD,hydro,power,2025-08-01 16:00:00,4356.1793774097405
NLD,hydro,power,2025-08-01 17:00:00,3750.901602301312
NLD,hydro,power,2025-08-01 18:00:00,6168.280631238463
NLD,hydro,power,2025-08-01 19:00:00,10711.59226939613
NLD,hydro,power,2025-08-01 20:00:00,18136.23734273411
NLD,hydro,power,2025-08-01 21:00:00,18974.44443817903
NLD,hydro,power,2025-08-01 22:00:00,18974.444438332193
NLD,hydro,power,2025-08-01 23:00:00,17156.55949736219
NLD,hydro,power,2025-08-02 00:00:00,15060.018476830353
NLD,hydro,power,2025-08-02 01:00:00,13291.207129611583
NLD,hydro,power,2025-08-02 02:00:00,12168.039839498588
NLD,hydro,power,2025-08-02 03:00:00,11559.3561572402
NLD,hydro,power,2025-08-02 04:00:00,11689.179656478189
NLD,hydro,power,2025-08-02 05:00:00,11963.66265484101
NLD,hydro,power,2025-08-02 06:00:00,12485.165982668937
NLD,hydro,power,2025-08-02 07:00:00,12517.080618483002
NLD,hydro,power,2025-08-02 08:00:00,8804.817297742975
NLD,hydro,power,2025-08-02 09:00:00,3798.5042612041098
NLD,hydro,power,2025-08-02 10:00:00,1365.543580782265
NLD,hydro,power,2025-08-02 11:00:00,432.53828607975686
NLD,hydro,power,2025-08-02 12:00:00,2442.4798239773254
NLD,hydro,power,2025-08-02 13:00:00,2958.8960933056023
NLD,hydro,power,2025-08-02 14:00:00,3925.947521766966
NLD,hydro,power,2025-08-02 15:00:00,3858.54345412316
NLD,hydro,power,2025-08-02 16:00:00,2869.920598275918
NLD,hydro,power,2025-08-02 17:00:00,3354.122203214834
NLD,hydro,power,2025-08-02 18:00:00,2900.259544166791
NLD,hydro,power,2025-08-02 19:00:00,3898.4418551423264
NLD,hydro,power,2025-08-02 20:00:00,11892.157989278745
NLD,hydro,power,2025-08-02 21:00:00,18423.1760382736
NLD,hydro,power,2025-08-02 22:00:00,17207.17612177465
NLD,hydro,power,2025-08-02 23:00:00,15112.077204934636
NLD,hydro,power,2025-08-03 00:00:00,12882.575308265948
NLD,hydro,power,2025-08-03 01:00:00,11464.960586111865
NLD,hydro,power,2025-08-03 02:00:00,10749.026359997695
NLD,hydro,power,2025-08-03 03:00:00,10461.299230382967
NLD,hydro,power,2025-08-03 04:00:00,11453.649373297882
NLD,hydro,power,2025-08-03 05:00:00,12266.58506925091
NLD,hydro,power,2025-08-03 06:00:00,13223.495236487324
NLD,hydro,power,2025-08-03 07:00:00,12696.963216714174
NLD,hydro,power,2025-08-03 08:00:00,8040.241247055508
NLD,hydro,power,2025-08-03 09:00:00,4437.297901993948
NLD,hydro,power,2025-08-03 10:00:00,1734.2692907185776
NLD,hydro,power,2025-08-03 11:00:00,3296.5235249326206
NLD,hydro,power,2025-08-03 12:00:00,4497.89729952533
NLD,hydro,power,2025-08-03 13:00:00,6387.854418296217
NLD,hydro,power,2025-08-03 14:00:00,7146.360912595835
NLD,hydro,power,2025-08-03 15:00:00,5307.816904004539
NLD,hydro,power,2025-08-03 16:00:00,6222.337576216596
NLD,hydro,power,2025-08-03 17:00:00,5132.895045494292
NLD,hydro,power,2025-08-03 18:00:00,3392.079053793182
NLD,hydro,power,2025-08-03 19:00:00,7305.016882582168
NLD,hydro,power,2025-08-03 20:00:00,15675.089454866931
NLD,hydro,power,2025-08-03 21:00:00,18974.444438364386
NLD,hydro,power,2025-08-03 22:00:00,18974.444438353745
NLD,hydro,power,2025-08-03 23:00:00,18974.444438248567
NLD,hydro,power,2025-08-04 00:00:00,17287.93083396491
NLD,hydro,power,2025-08-04 01:00:00,17069.608802738665
NLD,hydro,power,2025-08-04 02:00:00,17974.57050761108
NLD,hydro,power,2025-08-04 03:00:00,18880.642606739082
NLD,hydro,power,2025-08-04 04:00:00,18974.44443825715
NLD,hydro,power,2025-08-04 05:00:00,18974.44443820197
NLD,hydro,power,2025-08-04 06:00:00,18974.4444383645
NLD,hydro,power,2025-08-04 07:00:00,18974.444437544764
NLD,hydro,power,2025-08-04 08:00:00,18974.444438556788
NLD,hydro,power,2025-08-04 09:00:00,14606.77382845666
NLD,hydro,power,2025-08-04 10:00:00,10670.655629325936
NLD,hydro,power,2025-08-04 11:00:00,9125.867612236232
NLD,hydro,power,2025-08-04 12:00:00,6656.510226474193
NLD,hydro,power,2025-08-04 13:00:00,6679.764991978394
NLD,hydro,power,2025-08-04 14:00:00,6653.585525242368
NLD,hydro,power,2025-08-04 15:00:00,5785.446449258498
NLD,hydro,power,2025-08-04 16:00:00,7512.534866973751
NLD,hydro,power,2025-08-04 17:00:00,7962.876150004987
NLD,hydro,power,2025-08-04 18:00:00,9662.098012207105
NLD,hydro,power,2025-08-04 19:00:00,13005.699226551547
NLD,hydro,power,2025-08-04 20:00:00,18974.44444168861
NLD,hydro,power,2025-08-04 21:00:00,18974.44444319752
NLD,hydro,power,2025-08-04 22:00:00,18974.444443198692
NLD,hydro,power,2025-08-04 23:00:00,18974.44444320097
NLD,hydro,power,2025-08-05 00:00:00,18974.444438698425
NLD,hydro,power,2025-08-05 01:00:00,18974.44443829496
NLD,hydro,power,2025-08-05 02:00:00,18974.44443819585
NLD,hydro,power,2025-08-05 03:00:00,18974.444438175808
NLD,hydro,power,2025-08-05 04:00:00,18974.444438178332
NLD,hydro,power,2025-08-05 05:00:00,18974.444438209717
NLD,hydro,power,2025-08-05 06:00:00,18974.44443827422
NLD,hydro,power,2025-08-05 07:00:00,18974.444438437553
NLD,hydro,power,2025-08-05 08:00:00,16995.95011383419
NLD,hydro,power,2025-08-05 09:00:00,10574.515162600068
NLD,hydro,power,2025-08-05 10:00:00,5696.260141846221
NLD,hydro,power,2025-08-05 11:00:00,4276.989304379842
NLD,hydro,power,2025-08-05 12:00:00,3443.9793346463307
NLD,hydro,power,2025-08-05 13:00:00,2773.0910309430897
NLD,hydro,power,2025-08-05 14:00:00,3173.858624036997
NLD,hydro,power,2025-08-05 15:00:00,2230.689773266648
NLD,hydro,power,2025-08-05 16:00:00,3879.6116146153918
NLD,hydro,power,2025-08-05 17:00:00,3496.083981433191
NLD,hydro,power,2025-08-05 18:00:00,4445.707293336649
NLD,hydro,power,2025-08-05 19:00:00,10880.078382847549
NLD,hydro,power,2025-08-05 20:00:00,18291.541725359497
NLD,hydro,power,2025-08-05 21:00:00,18974.444441527783
NLD,hydro,power,2025-08-05 22:00:00,18974.44443832296
NLD,hydro,power,2025-08-05 23:00:00,18974.44443828184
NLD,hydro,power,2025-08-06 00:00:00,17781.30287105603
NLD,hydro,power,2025-08-06 01:00:00,16628.567820963766
NLD,hydro,power,2025-08-06 02:00:00,16282.780096391778
NLD,hydro,power,2025-08-06 03:00:00,16822.45115776371
NLD,hydro,power,2025-08-06 04:00:00,18010.351798090112
NLD,hydro,power,2025-08-06 05:00:00,18974.44443823758
NLD,hydro,power,2025-08-06 06:00:00,18974.4444382957
NLD,hydro,power,2025-08-06 07:00:00,18974.44443795686
NLD,hydro,power,2025-08-06 08:00:00,18974.444438067214
NLD,hydro,power,2025-08-06 09:00:00,14178.601246055143
NLD,hydro,power,2025-08-06 10:00:00,10304.44065300966
NLD,hydro,power,2025-08-06 11:00:00,6515.576206204305
NLD,hydro,power,2025-08-06 12:00:00,5775.606647295308
NLD,hydro,power,2025-08-06 13:00:00,5593.760920658384
NLD,hydro,power,2025-08-06 14:00:00,5637.770575070016
NLD,hydro,power,2025-08-06 15:00:00,6133.182900929487
NLD,hydro,power,2025-08-06 16:00:00,7763.348459864194
NLD,hydro,power,2025-08-06 17:00:00,9005.0387515556
NLD,hydro,power,2025-08-06 18:00:00,12917.74882738647
