nodes,techs,timesteps,source_use
NLD,ccgt,2019-01-14 18:00:00,22928.138267098002
NLD,ccgt,2019-01-14 19:00:00,22201.42681329002
NLD,ccgt,2019-01-14 20:00:00,20855.331428267807
NLD,ccgt,2019-01-14 21:00:00,19140.04484771325
NLD,ccgt,2019-01-14 22:00:00,17135.034476761757
NLD,ccgt,2019-01-14 23:00:00,15472.212924411026
NLD,ccgt,2019-01-15 00:00:00,13821.23908327964
NLD,ccgt,2019-01-15 01:00:00,12800.863192244175
NLD,ccgt,2019-01-15 02:00:00,12189.046979971845
NLD,ccgt,2019-01-15 03:00:00,11567.872194581923
NLD,ccgt,2019-01-15 04:00:00,12150.085233188538
NLD,ccgt,2019-01-15 05:00:00,14210.483707417252
NLD,ccgt,2019-01-15 06:00:00,17413.598099452014
NLD,ccgt,2019-01-15 07:00:00,19977.544426995544
NLD,ccgt,2019-01-15 08:00:00,19424.439430408554
NLD,ccgt,2019-01-15 09:00:00,17323.84437402936
NLD,ccgt,2019-01-15 10:00:00,14297.298057133687
NLD,ccgt,2019-01-15 11:00:00,11813.623454131333
NLD,ccgt,2019-01-15 12:00:00,12964.864568860072
NLD,ccgt,2019-01-15 13:00:00,14936.423383127572
NLD,ccgt,2019-01-15 14:00:00,16837.544653619098
NLD,ccgt,2019-01-15 15:00:00,18228.059212796812
NLD,ccgt,2019-01-15 16:00:00,19734.65026760092
NLD,ccgt,2019-01-15 17:00:00,18580.76416011867
NLD,ccgt,2019-01-15 18:00:00,17698.982996662104
NLD,ccgt,2019-01-15 19:00:00,16840.76817472905
NLD,ccgt,2019-01-15 20:00:00,15465.22243929919
NLD,ccgt,2019-01-15 21:00:00,13911.519467506394
NLD,ccgt,2019-01-15 22:00:00,12241.784220335338
NLD,ccgt,2019-01-15 23:00:00,10693.402680238201
NLD,ccgt,2019-01-16 00:00:00,9679.080481986914
NLD,ccgt,2019-01-16 01:00:00,9070.598664930745
NLD,ccgt,2019-01-16 02:00:00,8584.075820835822
NLD,ccgt,2019-01-16 03:00:00,9112.754439860413
NLD,ccgt,2019-01-16 04:00:00,10040.572435836071
NLD,ccgt,2019-01-16 05:00:00,12504.752339685507
NLD,ccgt,2019-01-16 06:00:00,16172.26078230239
NLD,ccgt,2019-01-16 07:00:00,17951.762043242503
NLD,ccgt,2019-01-16 08:00:00,17430.905495274656
NLD,ccgt,2019-01-16 09:00:00,16257.16358659097
