nodes,techs,carriers,timesteps,flow_in
NLD,curtailment,power,2025-03-10 14:00:00,8.886304542369671e-06
NLD,curtailment,power,2025-03-10 15:00:00,8.886301501044233e-06
NLD,curtailment,power,2025-03-10 16:00:00,8.886302980960683e-06
NLD,curtailment,power,2025-03-10 17:00:00,8.886268750431248e-06
NLD,curtailment,power,2025-03-10 18:00:00,8.045149571609799e-06
NLD,curtailment,power,2025-03-10 19:00:00,2.1541083861991925e-06
NLD,curtailment,power,2025-03-10 20:00:00,2.1541082834709282e-06
NLD,curtailment,power,2025-03-10 21:00:00,2.154108825255319e-06
NLD,curtailment,power,2025-03-10 22:00:00,8.444687403777809e-06
NLD,curtailment,power,2025-03-10 23:00:00,8.445204448855569e-06
NLD,curtailment,power,2025-03-11 00:00:00,8.886274205877238e-06
NLD,curtailment,power,2025-03-11 01:00:00,8.886295986236439e-06
NLD,curtailment,power,2025-03-11 02:00:00,8.886302134687545e-06
NLD,curtailment,power,2025-03-11 03:00:00,8.886298356573438e-06
NLD,curtailment,power,2025-03-11 04:00:00,8.886293894470876e-06
NLD,curtailment,power,2025-03-11 05:00:00,8.886275845144086e-06
NLD,curtailment,power,2025-03-11 06:00:00,8.886026048040944e-06
NLD,curtailment,power,2025-03-11 07:00:00,8.045388367868608e-06
NLD,curtailment,power,2025-03-11 08:00:00,8.444733427931048e-06
NLD,curtailment,power,2025-03-11 09:00:00,8.444938850421697e-06
NLD,curtailment,power,2025-03-11 10:00:00,8.885856295253597e-06
NLD,curtailment,power,2025-03-11 11:00:00,8.886305142791293e-06
NLD,curtailment,power,2025-03-11 12:00:00,8.886305461247926e-06
NLD,curtailment,power,2025-03-11 13:00:00,8.886308418112714e-06
NLD,curtailment,power,2025-03-11 14:00:00,8.886307394423767e-06
NLD,curtailment,power,2025-03-11 15:00:00,8.88630478656843e-06
NLD,curtailment,power,2025-03-11 16:00:00,8.886308886455526e-06
NLD,curtailment,power,2025-03-11 17:00:00,8.886286949088239e-06
NLD,curtailment,power,2025-03-11 18:00:00,8.045226678511826e-06
NLD,curtailment,power,2025-03-11 19:00:00,2.154108471270086e-06
NLD,curtailment,power,2025-03-11 20:00:00,2.154108263079308e-06
NLD,curtailment,power,2025-03-11 21:00:00,2.1541082837553687e-06
NLD,curtailment,power,2025-03-11 22:00:00,8.04516823303984e-06
NLD,curtailment,power,2025-03-11 23:00:00,8.886153854365496e-06
NLD,curtailment,power,2025-03-12 00:00:00,8.445042662993084e-06
NLD,curtailment,power,2025-03-12 01:00:00,8.886283998487537e-06
NLD,curtailment,power,2025-03-12 02:00:00,8.886303442031535e-06
NLD,curtailment,power,2025-03-12 03:00:00,8.886304783778127e-06
NLD,curtailment,power,2025-03-12 04:00:00,8.886303421070003e-06
NLD,curtailment,power,2025-03-12 05:00:00,8.886298004809248e-06
NLD,curtailment,power,2025-03-12 06:00:00,8.885978872467601e-06
NLD,curtailment,power,2025-03-12 07:00:00,8.045460155697761e-06
NLD,curtailment,power,2025-03-12 08:00:00,8.444810622903684e-06
NLD,curtailment,power,2025-03-12 09:00:00,8.886279115999027e-06
NLD,curtailment,power,2025-03-12 10:00:00,8.886305701732208e-06
NLD,curtailment,power,2025-03-12 11:00:00,8.886307317918125e-06
NLD,curtailment,power,2025-03-12 12:00:00,8.886309424571519e-06
NLD,curtailment,power,2025-03-12 13:00:00,8.886309781888126e-06
NLD,curtailment,power,2025-03-12 14:00:00,8.886309986522178e-06
NLD,curtailment,power,2025-03-12 15:00:00,8.886308461190668e-06
NLD,curtailment,power,2025-03-12 16:00:00,8.886304598411648e-06
NLD,curtailment,power,2025-03-12 17:00:00,8.886249098316243e-06
NLD,curtailment,power,2025-03-12 18:00:00,8.045221883379652e-06
NLD,curtailment,power,2025-03-12 19:00:00,2.154108314619623e-06
NLD,curtailment,power,2025-03-12 20:00:00,2.1541082445102858e-06
NLD,curtailment,power,2025-03-12 21:00:00,2.1541083128717264e-06
NLD,curtailment,power,2025-03-12 22:00:00,2.154109540797582e-06
NLD,curtailment,power,2025-03-12 23:00:00,8.444858467159151e-06
NLD,curtailment,power,2025-03-13 00:00:00,8.444872581006829e-06
NLD,curtailment,power,2025-03-13 01:00:00,8.444884310411169e-06
NLD,curtailment,power,2025-03-13 02:00:00,8.444886632884112e-06
NLD,curtailment,power,2025-03-13 03:00:00,8.444898706612414e-06
NLD,curtailment,power,2025-03-13 04:00:00,8.444910146865672e-06
NLD,curtailment,power,2025-03-13 05:00:00,8.444904116050068e-06
NLD,curtailment,power,2025-03-13 06:00:00,8.444852691545657e-06
NLD,curtailment,power,2025-03-13 07:00:00,2.154108788751316e-06
NLD,curtailment,power,2025-03-13 08:00:00,2.1541085374920162e-06
NLD,curtailment,power,2025-03-13 09:00:00,8.444866819622837e-06
NLD,curtailment,power,2025-03-13 10:00:00,8.444866956588363e-06
NLD,curtailment,power,2025-03-13 11:00:00,8.444852699161093e-06
NLD,curtailment,power,2025-03-13 12:00:00,8.444938215562345e-06
NLD,curtailment,power,2025-03-13 13:00:00,8.886253172674281e-06
NLD,curtailment,power,2025-03-13 14:00:00,8.886258747398124e-06
NLD,curtailment,power,2025-03-13 15:00:00,8.886264052850382e-06
NLD,curtailment,power,2025-03-13 16:00:00,8.88628152953888e-06
NLD,curtailment,power,2025-03-13 17:00:00,8.886018709354862e-06
NLD,curtailment,power,2025-03-13 18:00:00,8.444814751298359e-06
NLD,curtailment,power,2025-03-13 19:00:00,8.444846951760274e-06
NLD,curtailment,power,2025-03-13 20:00:00,8.444834667526314e-06
NLD,curtailment,power,2025-03-13 21:00:00,8.444843298186736e-06
NLD,curtailment,power,2025-03-13 22:00:00,8.444902509368267e-06
NLD,curtailment,power,2025-03-13 23:00:00,8.886256999551465e-06
NLD,curtailment,power,2025-03-14 00:00:00,8.886296792183328e-06
NLD,curtailment,power,2025-03-14 01:00:00,8.886301760586187e-06
NLD,curtailment,power,2025-03-14 02:00:00,8.886303719687471e-06
NLD,curtailment,power,2025-03-14 03:00:00,8.88630262080737e-06
NLD,curtailment,power,2025-03-14 04:00:00,8.886302566094191e-06
NLD,curtailment,power,2025-03-14 05:00:00,8.886294607859425e-06
NLD,curtailment,power,2025-03-14 06:00:00,8.88564314734542e-06
NLD,curtailment,power,2025-03-14 07:00:00,8.045667449475824e-06
NLD,curtailment,power,2025-03-14 08:00:00,8.444685451070716e-06
NLD,curtailment,power,2025-03-14 09:00:00,8.44506319353823e-06
NLD,curtailment,power,2025-03-14 10:00:00,8.886267406578267e-06
NLD,curtailment,power,2025-03-14 11:00:00,8.886305604434604e-06
NLD,curtailment,power,2025-03-14 12:00:00,8.886305844559364e-06
NLD,curtailment,power,2025-03-14 13:00:00,8.886309383806384e-06
NLD,curtailment,power,2025-03-14 14:00:00,8.886306786198925e-06
NLD,curtailment,power,2025-03-14 15:00:00,8.886308565519106e-06
NLD,curtailment,power,2025-03-14 16:00:00,8.88630859135998e-06
NLD,curtailment,power,2025-03-14 17:00:00,8.886299378233192e-06
NLD,curtailment,power,2025-03-14 18:00:00,8.886265042156241e-06
NLD,curtailment,power,2025-03-14 19:00:00,8.045181711300448e-06
NLD,curtailment,power,2025-03-14 20:00:00,2.154108771894195e-06
NLD,curtailment,power,2025-03-14 21:00:00,2.154109450615326e-06
NLD,curtailment,power,2025-03-14 22:00:00,8.444853764317736e-06
NLD,curtailment,power,2025-03-14 23:00:00,8.44488267263098e-06
NLD,curtailment,power,2025-03-15 00:00:00,8.444892424708597e-06
NLD,curtailment,power,2025-03-15 01:00:00,8.445704241767486e-06
NLD,curtailment,power,2025-03-15 02:00:00,8.886271647199143e-06
NLD,curtailment,power,2025-03-15 03:00:00,8.886287667073806e-06
NLD,curtailment,power,2025-03-15 04:00:00,8.886289950128627e-06
NLD,curtailment,power,2025-03-15 05:00:00,8.886277258021713e-06
NLD,curtailment,power,2025-03-15 06:00:00,8.88626698814822e-06
NLD,curtailment,power,2025-03-15 07:00:00,8.886231877918392e-06
NLD,curtailment,power,2025-03-15 08:00:00,8.886303461033696e-06
NLD,curtailment,power,2025-03-15 09:00:00,8.88630789824818e-06
NLD,curtailment,power,2025-03-15 10:00:00,8.886317081869708e-06
NLD,curtailment,power,2025-03-15 11:00:00,8.886317790319717e-06
NLD,curtailment,power,2025-03-15 12:00:00,8.88631209226636e-06
NLD,curtailment,power,2025-03-15 13:00:00,8.88631030052621e-06
NLD,curtailment,power,2025-03-15 14:00:00,8.886310630160533e-06
NLD,curtailment,power,2025-03-15 15:00:00,8.886311134705723e-06
NLD,curtailment,power,2025-03-15 16:00:00,8.886309863726308e-06
NLD,curtailment,power,2025-03-15 17:00:00,8.886306878740351e-06
NLD,curtailment,power,2025-03-15 18:00:00,8.886275987650752e-06
NLD,curtailment,power,2025-03-15 19:00:00,8.045162232755369e-06
NLD,curtailment,power,2025-03-15 20:00:00,2.1541088729460658e-06
NLD,curtailment,power,2025-03-15 21:00:00,2.154108683841366e-06
NLD,curtailment,power,2025-03-15 22:00:00,8.444813491931616e-06
NLD,curtailment,power,2025-03-15 23:00:00,8.444868600248831e-06
NLD,curtailment,power,2025-03-16 00:00:00,8.44486891319468e-06
NLD,curtailment,power,2025-03-16 01:00:00,8.444908446349209e-06
NLD,curtailment,power,2025-03-16 02:00:00,8.445308465197116e-06
NLD,curtailment,power,2025-03-16 03:00:00,8.886227532537566e-06
NLD,curtailment,power,2025-03-16 04:00:00,8.886182122138167e-06
NLD,curtailment,power,2025-03-16 05:00:00,8.886004775042824e-06
NLD,curtailment,power,2025-03-16 06:00:00,8.444971253512325e-06
NLD,curtailment,power,2025-03-16 07:00:00,8.44491650783298e-06
NLD,curtailment,power,2025-03-16 08:00:00,8.886252950298344e-06
NLD,curtailment,power,2025-03-16 09:00:00,8.88630259277207e-06
NLD,curtailment,power,2025-03-16 10:00:00,8.886306210713953e-06
NLD,curtailment,power,2025-03-16 11:00:00,8.886307525074032e-06
NLD,curtailment,power,2025-03-16 12:00:00,8.886309870282261e-06
NLD,curtailment,power,2025-03-16 13:00:00,8.88630986914992e-06
NLD,curtailment,power,2025-03-16 14:00:00,8.886309515297123e-06
NLD,curtailment,power,2025-03-16 15:00:00,8.88630934158972e-06
NLD,curtailment,power,2025-03-16 16:00:00,8.886309149302996e-06
NLD,curtailment,power,2025-03-16 17:00:00,8.886303833239434e-06
NLD,curtailment,power,2025-03-16 18:00:00,8.886279813986701e-06
NLD,curtailment,power,2025-03-16 19:00:00,2.1541159986906673e-06
NLD,curtailment,power,2025-03-16 20:00:00,2.1541083451617066e-06
NLD,curtailment,power,2025-03-16 21:00:00,2.154108304216974e-06
NLD,curtailment,power,2025-03-16 22:00:00,2.1541085804326564e-06
NLD,curtailment,power,2025-03-16 23:00:00,8.444838279718023e-06
NLD,curtailment,power,2025-03-17 00:00:00,8.444876499737186e-06
NLD,curtailment,power,2025-03-17 01:00:00,8.444887706989326e-06
NLD,curtailment,power,2025-03-17 02:00:00,8.444899215555128e-06
NLD,curtailment,power,2025-03-17 03:00:00,8.44489959278983e-06
NLD,curtailment,power,2025-03-17 04:00:00,8.444915485386964e-06
NLD,curtailment,power,2025-03-17 05:00:00,8.444919317772762e-06
NLD,curtailment,power,2025-03-17 06:00:00,8.444872295661297e-06
NLD,curtailment,power,2025-03-17 07:00:00,2.1541095935082933e-06
NLD,curtailment,power,2025-03-17 08:00:00,2.154108905908197e-06
NLD,curtailment,power,2025-03-17 09:00:00,8.444864543786634e-06
NLD,curtailment,power,2025-03-17 10:00:00,8.444868744841936e-06
NLD,curtailment,power,2025-03-17 11:00:00,8.44489193653139e-06
NLD,curtailment,power,2025-03-17 12:00:00,8.886241501047942e-06
NLD,curtailment,power,2025-03-17 13:00:00,8.886286556481285e-06
NLD,curtailment,power,2025-03-17 14:00:00,8.886295381818447e-06
NLD,curtailment,power,2025-03-17 15:00:00,8.886198182028564e-06
NLD,curtailment,power,2025-03-17 16:00:00,8.444925002079086e-06
NLD,curtailment,power,2025-03-17 17:00:00,8.44486426576814e-06
NLD,curtailment,power,2025-03-17 18:00:00,8.444570430310655e-06
NLD,curtailment,power,2025-03-17 19:00:00,2.154108357489519e-06
NLD,curtailment,power,2025-03-17 20:00:00,2.154108258223058e-06
NLD,curtailment,power,2025-03-17 21:00:00,2.154108374915467e-06
NLD,curtailment,power,2025-03-17 22:00:00,8.045392393971843e-06
NLD,curtailment,power,2025-03-17 23:00:00,8.88596096436118e-06
NLD,curtailment,power,2025-03-18 00:00:00,8.911354591338398e-06
NLD,curtailment,power,2025-03-18 01:00:00,8.886294311445057e-06
NLD,curtailment,power,2025-03-18 02:00:00,8.886302750207332e-06
NLD,curtailment,power,2025-03-18 03:00:00,8.886303676783423e-06
NLD,curtailment,power,2025-03-18 04:00:00,8.886303175339484e-06
NLD,curtailment,power,2025-03-18 05:00:00,8.886299538323449e-06
NLD,curtailment,power,2025-03-18 06:00:00,8.885657800039408e-06
NLD,curtailment,power,2025-03-18 07:00:00,8.444453764445102e-06
NLD,curtailment,power,2025-03-18 08:00:00,8.444854776710163e-06
NLD,curtailment,power,2025-03-18 09:00:00,8.444851469316741e-06
NLD,curtailment,power,2025-03-18 10:00:00,8.445291210083979e-06
NLD,curtailment,power,2025-03-18 11:00:00,8.886299153145014e-06
NLD,curtailment,power,2025-03-18 12:00:00,8.886305738969348e-06
NLD,curtailment,power,2025-03-18 13:00:00,8.886305084864973e-06
NLD,curtailment,power,2025-03-18 14:00:00,8.886307587921763e-06
NLD,curtailment,power,2025-03-18 15:00:00,8.886306642976252e-06
NLD,curtailment,power,2025-03-18 16:00:00,8.886307722790008e-06
NLD,curtailment,power,2025-03-18 17:00:00,8.886296336439812e-06
NLD,curtailment,power,2025-03-18 18:00:00,8.444868802846318e-06
NLD,curtailment,power,2025-03-18 19:00:00,8.444820684225252e-06
NLD,curtailment,power,2025-03-18 20:00:00,2.1541086888167697e-06
NLD,curtailment,power,2025-03-18 21:00:00,2.1541086499335393e-06
NLD,curtailment,power,2025-03-18 22:00:00,8.444846326135722e-06
NLD,curtailment,power,2025-03-18 23:00:00,8.444887604435077e-06
NLD,curtailment,power,2025-03-19 00:00:00,8.444920093237523e-06
NLD,curtailment,power,2025-03-19 01:00:00,8.886255913322268e-06
NLD,curtailment,power,2025-03-19 02:00:00,8.88628540161255e-06
NLD,curtailment,power,2025-03-19 03:00:00,8.886294648752062e-06
NLD,curtailment,power,2025-03-19 04:00:00,8.886297452549187e-06
NLD,curtailment,power,2025-03-19 05:00:00,8.886294010454487e-06
NLD,curtailment,power,2025-03-19 06:00:00,8.886200873412138e-06
NLD,curtailment,power,2025-03-19 07:00:00,8.444898604935067e-06
NLD,curtailment,power,2025-03-19 08:00:00,8.886223059779465e-06
NLD,curtailment,power,2025-03-19 09:00:00,8.886306570695529e-06
NLD,curtailment,power,2025-03-19 10:00:00,8.886310918429074e-06
NLD,curtailment,power,2025-03-19 11:00:00,8.886311825255337e-06
NLD,curtailment,power,2025-03-19 12:00:00,8.88631116648152e-06
NLD,curtailment,power,2025-03-19 13:00:00,8.886310118372438e-06
NLD,curtailment,power,2025-03-19 14:00:00,8.886308814422001e-06
NLD,curtailment,power,2025-03-19 15:00:00,8.886310937083423e-06
NLD,curtailment,power,2025-03-19 16:00:00,8.886309989395748e-06
NLD,curtailment,power,2025-03-19 17:00:00,8.886309278998729e-06
NLD,curtailment,power,2025-03-19 18:00:00,8.886306614425306e-06
NLD,curtailment,power,2025-03-19 19:00:00,8.886270981254413e-06
NLD,curtailment,power,2025-03-19 20:00:00,8.886156528630819e-06
NLD,curtailment,power,2025-03-19 21:00:00,8.886278834329374e-06
NLD,curtailment,power,2025-03-19 22:00:00,8.886302700893047e-06
NLD,curtailment,power,2025-03-19 23:00:00,8.886308189941933e-06
NLD,curtailment,power,2025-03-20 00:00:00,8.886309927714185e-06
NLD,curtailment,power,2025-03-20 01:00:00,8.886311352791255e-06
NLD,curtailment,power,2025-03-20 02:00:00,8.886310605210439e-06
NLD,curtailment,power,2025-03-20 03:00:00,8.88631005558976e-06
NLD,curtailment,power,2025-03-20 04:00:00,8.886310214572396e-06
NLD,curtailment,power,2025-03-20 05:00:00,8.88631069358983e-06
NLD,curtailment,power,2025-03-20 06:00:00,8.886308919290806e-06
NLD,curtailment,power,2025-03-20 07:00:00,8.886307596504307e-06
NLD,curtailment,power,2025-03-20 08:00:00,8.886306809966805e-06
NLD,curtailment,power,2025-03-20 09:00:00,8.886309288450803e-06
NLD,curtailment,power,2025-03-20 10:00:00,8.886310095545646e-06
NLD,curtailment,power,2025-03-20 11:00:00,8.88630908031738e-06
NLD,curtailment,power,2025-03-20 12:00:00,8.886309473338499e-06
NLD,curtailment,power,2025-03-20 13:00:00,8.886309962932108e-06
NLD,curtailment,power,2025-03-20 14:00:00,8.88631129710533e-06
NLD,curtailment,power,2025-03-20 15:00:00,8.886311260928106e-06
NLD,curtailment,power,2025-03-20 16:00:00,8.88631060131425e-06
NLD,curtailment,power,2025-03-20 17:00:00,8.886306749693405e-06
NLD,curtailment,power,2025-03-20 18:00:00,8.886285921372132e-06
NLD,curtailment,power,2025-03-20 19:00:00,8.444879870785418e-06
NLD,curtailment,power,2025-03-20 20:00:00,8.444876732860603e-06
NLD,curtailment,power,2025-03-20 21:00:00,8.444922925720903e-06
NLD,curtailment,power,2025-03-20 22:00:00,8.886297639792203e-06
NLD,curtailment,power,2025-03-20 23:00:00,8.886303583575863e-06
NLD,curtailment,power,2025-03-21 00:00:00,8.886307373601882e-06
NLD,curtailment,power,2025-03-21 01:00:00,8.88630760062471e-06
NLD,curtailment,power,2025-03-21 02:00:00,8.88630766165575e-06
NLD,curtailment,power,2025-03-21 03:00:00,8.886308133521353e-06
NLD,curtailment,power,2025-03-21 04:00:00,8.886308099438807e-06
NLD,curtailment,power,2025-03-21 05:00:00,8.886308732620248e-06
NLD,curtailment,power,2025-03-21 06:00:00,8.886307881744888e-06
NLD,curtailment,power,2025-03-21 07:00:00,8.886299897122377e-06
NLD,curtailment,power,2025-03-21 08:00:00,8.886304470111066e-06
NLD,curtailment,power,2025-03-21 09:00:00,8.886307137808726e-06
NLD,curtailment,power,2025-03-21 10:00:00,8.886309409024927e-06
NLD,curtailment,power,2025-03-21 11:00:00,8.88631134110052e-06
NLD,curtailment,power,2025-03-21 12:00:00,8.886311643235357e-06
NLD,curtailment,power,2025-03-21 13:00:00,8.886310498544894e-06
NLD,curtailment,power,2025-03-21 14:00:00,8.886311262452928e-06
NLD,curtailment,power,2025-03-21 15:00:00,8.886309892194421e-06
NLD,curtailment,power,2025-03-21 16:00:00,8.88630956391405e-06
NLD,curtailment,power,2025-03-21 17:00:00,8.886310111363288e-06
NLD,curtailment,power,2025-03-21 18:00:00,8.886301076820209e-06
NLD,curtailment,power,2025-03-21 19:00:00,8.886203226592289e-06
NLD,curtailment,power,2025-03-21 20:00:00,8.444875182938086e-06
NLD,curtailment,power,2025-03-21 21:00:00,8.444888497890525e-06
NLD,curtailment,power,2025-03-21 22:00:00,8.88628094540024e-06
NLD,curtailment,power,2025-03-21 23:00:00,8.886303655548239e-06
NLD,curtailment,power,2025-03-22 00:00:00,8.886304946544195e-06
NLD,curtailment,power,2025-03-22 01:00:00,8.88630635482177e-06
NLD,curtailment,power,2025-03-22 02:00:00,8.886306210168383e-06
NLD,curtailment,power,2025-03-22 03:00:00,8.886306412800131e-06
NLD,curtailment,power,2025-03-22 04:00:00,8.8863070273398e-06
NLD,curtailment,power,2025-03-22 05:00:00,8.886307485198811e-06
NLD,curtailment,power,2025-03-22 06:00:00,8.886306195179938e-06
NLD,curtailment,power,2025-03-22 07:00:00,8.886305349244204e-06
NLD,curtailment,power,2025-03-22 08:00:00,8.886306861871467e-06
NLD,curtailment,power,2025-03-22 09:00:00,8.88630873605847e-06
NLD,curtailment,power,2025-03-22 10:00:00,8.88631052639111e-06
NLD,curtailment,power,2025-03-22 11:00:00,8.88631005631314e-06
NLD,curtailment,power,2025-03-22 12:00:00,8.886311475070179e-06
NLD,curtailment,power,2025-03-22 13:00:00,8.886309857890264e-06
NLD,curtailment,power,2025-03-22 14:00:00,8.886309066348953e-06
NLD,curtailment,power,2025-03-22 15:00:00,8.886310161161128e-06
NLD,curtailment,power,2025-03-22 16:00:00,8.886309145025601e-06
NLD,curtailment,power,2025-03-22 17:00:00,8.886306383521034e-06
NLD,curtailment,power,2025-03-22 18:00:00,8.886304979322229e-06
NLD,curtailment,power,2025-03-22 19:00:00,8.44496928294712e-06
NLD,curtailment,power,2025-03-22 20:00:00,8.44486372902388e-06
NLD,curtailment,power,2025-03-22 21:00:00,8.444875218981303e-06
NLD,curtailment,power,2025-03-22 22:00:00,8.444894203680532e-06
NLD,curtailment,power,2025-03-22 23:00:00,8.88624315797254e-06
NLD,curtailment,power,2025-03-23 00:00:00,8.88629412588689e-06
NLD,curtailment,power,2025-03-23 01:00:00,8.88630340918498e-06
NLD,curtailment,power,2025-03-23 02:00:00,8.886305375688328e-06
NLD,curtailment,power,2025-03-23 03:00:00,8.886306669739132e-06
NLD,curtailment,power,2025-03-23 04:00:00,8.886306915638787e-06
NLD,curtailment,power,2025-03-23 05:00:00,8.88630714391235e-06
NLD,curtailment,power,2025-03-23 06:00:00,8.88630631662446e-06
NLD,curtailment,power,2025-03-23 07:00:00,8.886305947694746e-06
NLD,curtailment,power,2025-03-23 08:00:00,8.886306942157071e-06
NLD,curtailment,power,2025-03-23 09:00:00,8.886308603403732e-06
NLD,curtailment,power,2025-03-23 10:00:00,8.886308256207068e-06
NLD,curtailment,power,2025-03-23 11:00:00,8.886308515773742e-06
NLD,curtailment,power,2025-03-23 12:00:00,8.886309223855339e-06
NLD,curtailment,power,2025-03-23 13:00:00,8.886310253990084e-06
NLD,curtailment,power,2025-03-23 14:00:00,8.886309199025808e-06
NLD,curtailment,power,2025-03-23 15:00:00,8.886309902019895e-06
NLD,curtailment,power,2025-03-23 16:00:00,8.886309822716144e-06
NLD,curtailment,power,2025-03-23 17:00:00,8.886306545146522e-06
NLD,curtailment,power,2025-03-23 18:00:00,8.886287407230443e-06
NLD,curtailment,power,2025-03-23 19:00:00,8.0452439624153e-06
NLD,curtailment,power,2025-03-23 20:00:00,2.154109275554839e-06
NLD,curtailment,power,2025-03-23 21:00:00,2.154114607688933e-06
NLD,curtailment,power,2025-03-23 22:00:00,8.444861520437701e-06
NLD,curtailment,power,2025-03-23 23:00:00,8.444852524869088e-06
NLD,curtailment,power,2025-03-24 00:00:00,8.445047795910612e-06
NLD,curtailment,power,2025-03-24 01:00:00,8.886281036548684e-06
NLD,curtailment,power,2025-03-24 02:00:00,8.88629340555034e-06
NLD,curtailment,power,2025-03-24 03:00:00,8.886295609383376e-06
NLD,curtailment,power,2025-03-24 04:00:00,8.886294740050125e-06
NLD,curtailment,power,2025-03-24 05:00:00,8.886284406965476e-06
NLD,curtailment,power,2025-03-24 06:00:00,8.444877291630647e-06
NLD,curtailment,power,2025-03-24 07:00:00,8.444805897942376e-06
NLD,curtailment,power,2025-03-24 08:00:00,8.444938224198666e-06
NLD,curtailment,power,2025-03-24 09:00:00,8.88630177962738e-06
NLD,curtailment,power,2025-03-24 10:00:00,8.88630963470161e-06
NLD,curtailment,power,2025-03-24 11:00:00,8.88631036783695e-06
NLD,curtailment,power,2025-03-24 12:00:00,8.886310285710804e-06
NLD,curtailment,power,2025-03-24 13:00:00,8.886307555791215e-06
NLD,curtailment,power,2025-03-24 14:00:00,8.88630804471522e-06
NLD,curtailment,power,2025-03-24 15:00:00,8.886308523414765e-06
NLD,curtailment,power,2025-03-24 16:00:00,8.886309544123457e-06
NLD,curtailment,power,2025-03-24 17:00:00,8.886303519061063e-06
NLD,curtailment,power,2025-03-24 18:00:00,8.886291170374754e-06
NLD,curtailment,power,2025-03-24 19:00:00,2.1542138565794518e-06
NLD,curtailment,power,2025-03-24 20:00:00,2.154108385881955e-06
NLD,curtailment,power,2025-03-24 21:00:00,2.1541084147128423e-06
NLD,curtailment,power,2025-03-24 22:00:00,8.444745852603016e-06
NLD,curtailment,power,2025-03-24 23:00:00,8.444962981255747e-06
NLD,curtailment,power,2025-03-25 00:00:00,8.444950903987308e-06
NLD,curtailment,power,2025-03-25 01:00:00,8.886270586924011e-06
NLD,curtailment,power,2025-03-25 02:00:00,8.886297027322493e-06
NLD,curtailment,power,2025-03-25 03:00:00,8.886302065467741e-06
NLD,curtailment,power,2025-03-25 04:00:00,8.886301012678375e-06
NLD,curtailment,power,2025-03-25 05:00:00,8.886295577044227e-06
NLD,curtailment,power,2025-03-25 06:00:00,8.444942267724596e-06
NLD,curtailment,power,2025-03-25 07:00:00,8.444793548849274e-06
NLD,curtailment,power,2025-03-25 08:00:00,8.444970756261647e-06
NLD,curtailment,power,2025-03-25 09:00:00,8.886306920872014e-06
NLD,curtailment,power,2025-03-25 10:00:00,8.886309315661242e-06
NLD,curtailment,power,2025-03-25 11:00:00,8.88630956975443e-06
NLD,curtailment,power,2025-03-25 12:00:00,8.886309305913831e-06
NLD,curtailment,power,2025-03-25 13:00:00,8.88630785499979e-06
NLD,curtailment,power,2025-03-25 14:00:00,8.886308831480404e-06
NLD,curtailment,power,2025-03-25 15:00:00,8.886308224252161e-06
NLD,curtailment,power,2025-03-25 16:00:00,8.88630905627975e-06
NLD,curtailment,power,2025-03-25 17:00:00,8.886305753556638e-06
NLD,curtailment,power,2025-03-25 18:00:00,8.886261368576572e-06
NLD,curtailment,power,2025-03-25 19:00:00,8.045233152802981e-06
NLD,curtailment,power,2025-03-25 20:00:00,2.154108400761871e-06
NLD,curtailment,power,2025-03-25 21:00:00,2.1541083100384893e-06
NLD,curtailment,power,2025-03-25 22:00:00,8.444779614689459e-06
NLD,curtailment,power,2025-03-25 23:00:00,8.444933221033683e-06
NLD,curtailment,power,2025-03-26 00:00:00,8.444898314364548e-06
NLD,curtailment,power,2025-03-26 01:00:00,8.88604290278771e-06
NLD,curtailment,power,2025-03-26 02:00:00,8.886268925655666e-06
NLD,curtailment,power,2025-03-26 03:00:00,8.886285337197063e-06
NLD,curtailment,power,2025-03-26 04:00:00,8.88629056545933e-06
NLD,curtailment,power,2025-03-26 05:00:00,8.88627470141748e-06
NLD,curtailment,power,2025-03-26 06:00:00,8.44487573746066e-06
NLD,curtailment,power,2025-03-26 07:00:00,8.045347039594471e-06
NLD,curtailment,power,2025-03-26 08:00:00,8.886273765298242e-06
NLD,curtailment,power,2025-03-26 09:00:00,8.886310112437516e-06
NLD,curtailment,power,2025-03-26 10:00:00,8.886312029821519e-06
NLD,curtailment,power,2025-03-26 11:00:00,8.886318602287615e-06
NLD,curtailment,power,2025-03-26 12:00:00,8.886324448191237e-06
NLD,curtailment,power,2025-03-26 13:00:00,8.886308566867854e-06
NLD,curtailment,power,2025-03-26 14:00:00,8.886310237540569e-06
NLD,curtailment,power,2025-03-26 15:00:00,8.886310195680824e-06
NLD,curtailment,power,2025-03-26 16:00:00,8.886310289998173e-06
NLD,curtailment,power,2025-03-26 17:00:00,8.886307944944768e-06
NLD,curtailment,power,2025-03-26 18:00:00,8.886293875942294e-06
NLD,curtailment,power,2025-03-26 19:00:00,8.045250689473881e-06
NLD,curtailment,power,2025-03-26 20:00:00,2.1541123390083554e-06
NLD,curtailment,power,2025-03-26 21:00:00,2.1541114925996375e-06
NLD,curtailment,power,2025-03-26 22:00:00,8.444880220772385e-06
NLD,curtailment,power,2025-03-26 23:00:00,8.444901387058557e-06
NLD,curtailment,power,2025-03-27 00:00:00,8.444921994694814e-06
NLD,curtailment,power,2025-03-27 01:00:00,8.886205334063604e-06
NLD,curtailment,power,2025-03-27 02:00:00,8.886280616728255e-06
NLD,curtailment,power,2025-03-27 03:00:00,8.886288433175397e-06
