nodes,techs,carriers,timesteps,flow_in_inc_eff
NLD,curtailment,power,2024-12-12 09:00:00,4.285150032713931e-06
NLD,curtailment,power,2024-12-12 10:00:00,4.285151209528816e-06
NLD,curtailment,power,2024-12-12 11:00:00,1.6799155162062086e-05
NLD,curtailment,power,2024-12-12 12:00:00,1.6799513885148477e-05
NLD,curtailment,power,2024-12-12 13:00:00,1.679921059909422e-05
NLD,curtailment,power,2024-12-12 14:00:00,4.2851512717596895e-06
NLD,curtailment,power,2024-12-12 15:00:00,4.285150278439355e-06
NLD,curtailment,power,2024-12-12 16:00:00,4.285149940794241e-06
NLD,curtailment,power,2024-12-12 17:00:00,4.285149889868452e-06
NLD,curtailment,power,2024-12-12 18:00:00,4.285149854783995e-06
NLD,curtailment,power,2024-12-12 19:00:00,4.28514987195445e-06
NLD,curtailment,power,2024-12-12 20:00:00,4.285149861063477e-06
NLD,curtailment,power,2024-12-12 21:00:00,4.285149861608993e-06
NLD,curtailment,power,2024-12-12 22:00:00,4.285149950902529e-06
NLD,curtailment,power,2024-12-12 23:00:00,4.285150217571106e-06
NLD,curtailment,power,2024-12-13 00:00:00,4.285151131455417e-06
NLD,curtailment,power,2024-12-13 01:00:00,4.285328347677854e-06
NLD,curtailment,power,2024-12-13 02:00:00,1.6799298532225483e-05
NLD,curtailment,power,2024-12-13 03:00:00,1.679930800582057e-05
NLD,curtailment,power,2024-12-13 04:00:00,1.679929717812766e-05
NLD,curtailment,power,2024-12-13 05:00:00,1.6799134292715904e-05
NLD,curtailment,power,2024-12-13 06:00:00,4.28515047801761e-06
NLD,curtailment,power,2024-12-13 07:00:00,4.285149928783124e-06
NLD,curtailment,power,2024-12-13 08:00:00,4.285149859258822e-06
NLD,curtailment,power,2024-12-13 09:00:00,4.285149921601206e-06
NLD,curtailment,power,2024-12-13 10:00:00,4.285150107422671e-06
NLD,curtailment,power,2024-12-13 11:00:00,1.6004233444825555e-05
NLD,curtailment,power,2024-12-13 12:00:00,1.767736542212118e-05
NLD,curtailment,power,2024-12-13 13:00:00,1.6799385895082015e-05
NLD,curtailment,power,2024-12-13 14:00:00,1.6799608085691677e-05
NLD,curtailment,power,2024-12-13 15:00:00,1.767722651241886e-05
NLD,curtailment,power,2024-12-13 16:00:00,4.285150525875324e-06
NLD,curtailment,power,2024-12-13 17:00:00,4.2851499147137035e-06
NLD,curtailment,power,2024-12-13 18:00:00,4.28514984806579e-06
NLD,curtailment,power,2024-12-13 19:00:00,4.2851498505719235e-06
NLD,curtailment,power,2024-12-13 20:00:00,4.285149844807058e-06
NLD,curtailment,power,2024-12-13 21:00:00,4.2851498560953914e-06
NLD,curtailment,power,2024-12-13 22:00:00,4.285149935835859e-06
NLD,curtailment,power,2024-12-13 23:00:00,4.285150095150044e-06
NLD,curtailment,power,2024-12-14 00:00:00,4.285150863184606e-06
NLD,curtailment,power,2024-12-14 01:00:00,1.6798842407785616e-05
NLD,curtailment,power,2024-12-14 02:00:00,1.6799608161086228e-05
NLD,curtailment,power,2024-12-14 03:00:00,1.6799338441358773e-05
NLD,curtailment,power,2024-12-14 04:00:00,1.679934069565188e-05
NLD,curtailment,power,2024-12-14 05:00:00,1.679935133255296e-05
NLD,curtailment,power,2024-12-14 06:00:00,1.679947066549406e-05
NLD,curtailment,power,2024-12-14 07:00:00,1.6799203376974617e-05
NLD,curtailment,power,2024-12-14 08:00:00,1.4621571334032853e-05
NLD,curtailment,power,2024-12-14 09:00:00,1.767702476653584e-05
NLD,curtailment,power,2024-12-14 10:00:00,1.7677443798462186e-05
NLD,curtailment,power,2024-12-14 11:00:00,1.767744247971022e-05
NLD,curtailment,power,2024-12-14 12:00:00,1.7677456707063024e-05
NLD,curtailment,power,2024-12-14 13:00:00,1.767745900396224e-05
NLD,curtailment,power,2024-12-14 14:00:00,1.7677460158945467e-05
NLD,curtailment,power,2024-12-14 15:00:00,1.7677460075934178e-05
NLD,curtailment,power,2024-12-14 16:00:00,1.7677446074733372e-05
NLD,curtailment,power,2024-12-14 17:00:00,1.5281108643993343e-05
NLD,curtailment,power,2024-12-14 18:00:00,4.285151113428605e-06
NLD,curtailment,power,2024-12-14 19:00:00,4.285150881786263e-06
NLD,curtailment,power,2024-12-14 20:00:00,4.285150894392986e-06
NLD,curtailment,power,2024-12-14 21:00:00,4.285151070182599e-06
NLD,curtailment,power,2024-12-14 22:00:00,1.5281056196232365e-05
NLD,curtailment,power,2024-12-14 23:00:00,1.76773583314754e-05
NLD,curtailment,power,2024-12-15 00:00:00,1.767742048524321e-05
NLD,curtailment,power,2024-12-15 01:00:00,1.767743125271476e-05
NLD,curtailment,power,2024-12-15 02:00:00,1.7677447125598496e-05
NLD,curtailment,power,2024-12-15 03:00:00,1.767745281785549e-05
NLD,curtailment,power,2024-12-15 04:00:00,1.7677456741093528e-05
NLD,curtailment,power,2024-12-15 05:00:00,1.7677457875199792e-05
NLD,curtailment,power,2024-12-15 06:00:00,1.7677457714491973e-05
NLD,curtailment,power,2024-12-15 07:00:00,1.7677453913116526e-05
NLD,curtailment,power,2024-12-15 08:00:00,1.7677450182905074e-05
NLD,curtailment,power,2024-12-15 09:00:00,1.7677458523002784e-05
NLD,curtailment,power,2024-12-15 10:00:00,1.7677466414969378e-05
NLD,curtailment,power,2024-12-15 11:00:00,1.767746732374417e-05
NLD,curtailment,power,2024-12-15 12:00:00,1.76774710105845e-05
NLD,curtailment,power,2024-12-15 13:00:00,1.767746994847056e-05
NLD,curtailment,power,2024-12-15 14:00:00,1.7677466521677423e-05
NLD,curtailment,power,2024-12-15 15:00:00,1.7677466233213292e-05
NLD,curtailment,power,2024-12-15 16:00:00,1.7677453063899996e-05
NLD,curtailment,power,2024-12-15 17:00:00,1.767743428331527e-05
NLD,curtailment,power,2024-12-15 18:00:00,1.5281943999737556e-05
NLD,curtailment,power,2024-12-15 19:00:00,1.6799292165558307e-05
NLD,curtailment,power,2024-12-15 20:00:00,1.6799155070548483e-05
NLD,curtailment,power,2024-12-15 21:00:00,1.528091815451672e-05
NLD,curtailment,power,2024-12-15 22:00:00,1.7677303603197934e-05
NLD,curtailment,power,2024-12-15 23:00:00,1.7677420887969673e-05
NLD,curtailment,power,2024-12-16 00:00:00,1.7677422419888362e-05
NLD,curtailment,power,2024-12-16 01:00:00,1.7677430274610877e-05
NLD,curtailment,power,2024-12-16 02:00:00,1.767743145783974e-05
NLD,curtailment,power,2024-12-16 03:00:00,1.76774281256775e-05
NLD,curtailment,power,2024-12-16 04:00:00,1.7677433608080228e-05
NLD,curtailment,power,2024-12-16 05:00:00,1.767744618297361e-05
NLD,curtailment,power,2024-12-16 06:00:00,1.767742276157034e-05
NLD,curtailment,power,2024-12-16 07:00:00,4.28515101046599e-06
NLD,curtailment,power,2024-12-16 08:00:00,4.285150117498758e-06
NLD,curtailment,power,2024-12-16 09:00:00,4.28518461921914e-06
NLD,curtailment,power,2024-12-16 10:00:00,1.7677454000177527e-05
NLD,curtailment,power,2024-12-16 11:00:00,1.767745797201948e-05
NLD,curtailment,power,2024-12-16 12:00:00,1.767745805643763e-05
NLD,curtailment,power,2024-12-16 13:00:00,1.7677455064138946e-05
NLD,curtailment,power,2024-12-16 14:00:00,1.7677456662001413e-05
NLD,curtailment,power,2024-12-16 15:00:00,1.767745736515943e-05
NLD,curtailment,power,2024-12-16 16:00:00,1.7677429808679763e-05
NLD,curtailment,power,2024-12-16 17:00:00,4.285150530667389e-06
NLD,curtailment,power,2024-12-16 18:00:00,4.2851500098703334e-06
NLD,curtailment,power,2024-12-16 19:00:00,4.2851499443562245e-06
NLD,curtailment,power,2024-12-16 20:00:00,4.285149911741634e-06
NLD,curtailment,power,2024-12-16 21:00:00,4.285149934631907e-06
NLD,curtailment,power,2024-12-16 22:00:00,4.285150422592707e-06
NLD,curtailment,power,2024-12-16 23:00:00,1.5280818838332537e-05
NLD,curtailment,power,2024-12-17 00:00:00,1.7677388950149663e-05
NLD,curtailment,power,2024-12-17 01:00:00,1.767741263113869e-05
NLD,curtailment,power,2024-12-17 02:00:00,1.7677376026558212e-05
NLD,curtailment,power,2024-12-17 03:00:00,1.767741311333804e-05
NLD,curtailment,power,2024-12-17 04:00:00,1.7677426292971206e-05
NLD,curtailment,power,2024-12-17 05:00:00,1.7677446180864188e-05
NLD,curtailment,power,2024-12-17 06:00:00,1.767739409552077e-05
NLD,curtailment,power,2024-12-17 07:00:00,4.285150779505828e-06
NLD,curtailment,power,2024-12-17 08:00:00,4.285150058788072e-06
NLD,curtailment,power,2024-12-17 09:00:00,4.285150663480854e-06
NLD,curtailment,power,2024-12-17 10:00:00,1.7677387788863318e-05
NLD,curtailment,power,2024-12-17 11:00:00,1.7677445642805874e-05
NLD,curtailment,power,2024-12-17 12:00:00,1.76774479820627e-05
NLD,curtailment,power,2024-12-17 13:00:00,1.767744341203692e-05
NLD,curtailment,power,2024-12-17 14:00:00,1.767744895424554e-05
NLD,curtailment,power,2024-12-17 15:00:00,1.767745215652079e-05
NLD,curtailment,power,2024-12-17 16:00:00,1.5280972633136252e-05
NLD,curtailment,power,2024-12-17 17:00:00,4.285150133554979e-06
NLD,curtailment,power,2024-12-17 18:00:00,4.285149976547759e-06
NLD,curtailment,power,2024-12-17 19:00:00,4.285149972946473e-06
NLD,curtailment,power,2024-12-17 20:00:00,4.285149954037716e-06
NLD,curtailment,power,2024-12-17 21:00:00,4.2851499797476734e-06
NLD,curtailment,power,2024-12-17 22:00:00,4.285150676742002e-06
NLD,curtailment,power,2024-12-17 23:00:00,1.528173344888563e-05
NLD,curtailment,power,2024-12-18 00:00:00,1.7677418533383962e-05
NLD,curtailment,power,2024-12-18 01:00:00,1.7677431968927005e-05
NLD,curtailment,power,2024-12-18 02:00:00,1.7677435357864573e-05
NLD,curtailment,power,2024-12-18 03:00:00,1.7677436163265024e-05
NLD,curtailment,power,2024-12-18 04:00:00,1.767743860552496e-05
NLD,curtailment,power,2024-12-18 05:00:00,1.7677449390847682e-05
NLD,curtailment,power,2024-12-18 06:00:00,1.767742978877381e-05
NLD,curtailment,power,2024-12-18 07:00:00,4.285150922471166e-06
NLD,curtailment,power,2024-12-18 08:00:00,4.2851501100891576e-06
NLD,curtailment,power,2024-12-18 09:00:00,4.285151612915775e-06
NLD,curtailment,power,2024-12-18 10:00:00,1.767744354233894e-05
NLD,curtailment,power,2024-12-18 11:00:00,1.7677453351023185e-05
NLD,curtailment,power,2024-12-18 12:00:00,1.767745352497822e-05
NLD,curtailment,power,2024-12-18 13:00:00,1.767745125177229e-05
NLD,curtailment,power,2024-12-18 14:00:00,1.7677452218429167e-05
NLD,curtailment,power,2024-12-18 15:00:00,1.7677452420589938e-05
NLD,curtailment,power,2024-12-18 16:00:00,1.7677418576490106e-05
NLD,curtailment,power,2024-12-18 17:00:00,1.4620813641987463e-05
NLD,curtailment,power,2024-12-18 18:00:00,4.2851508129726555e-06
NLD,curtailment,power,2024-12-18 19:00:00,4.285150967369442e-06
NLD,curtailment,power,2024-12-18 20:00:00,4.285150829245663e-06
NLD,curtailment,power,2024-12-18 21:00:00,4.285152863068914e-06
NLD,curtailment,power,2024-12-18 22:00:00,1.7677418449699167e-05
NLD,curtailment,power,2024-12-18 23:00:00,1.7677447556343345e-05
NLD,curtailment,power,2024-12-19 00:00:00,1.7677450040482542e-05
NLD,curtailment,power,2024-12-19 01:00:00,1.7677457961940736e-05
NLD,curtailment,power,2024-12-19 02:00:00,1.7677462950527537e-05
NLD,curtailment,power,2024-12-19 03:00:00,1.76774644398605e-05
NLD,curtailment,power,2024-12-19 04:00:00,1.7677463577604486e-05
NLD,curtailment,power,2024-12-19 05:00:00,1.7677462608427057e-05
NLD,curtailment,power,2024-12-19 06:00:00,1.767745769734423e-05
NLD,curtailment,power,2024-12-19 07:00:00,1.767743746199958e-05
NLD,curtailment,power,2024-12-19 08:00:00,1.679936575826142e-05
NLD,curtailment,power,2024-12-19 09:00:00,1.767723024396258e-05
NLD,curtailment,power,2024-12-19 10:00:00,1.7677446061920704e-05
NLD,curtailment,power,2024-12-19 11:00:00,1.7677457173182354e-05
NLD,curtailment,power,2024-12-19 12:00:00,1.7677461030715137e-05
NLD,curtailment,power,2024-12-19 13:00:00,1.7677464267044744e-05
NLD,curtailment,power,2024-12-19 14:00:00,1.7677466002714512e-05
NLD,curtailment,power,2024-12-19 15:00:00,1.7677466783790237e-05
NLD,curtailment,power,2024-12-19 16:00:00,1.7677459914668212e-05
NLD,curtailment,power,2024-12-19 17:00:00,1.767744153432626e-05
NLD,curtailment,power,2024-12-19 18:00:00,1.6004769090895588e-05
NLD,curtailment,power,2024-12-19 19:00:00,1.6799352918581145e-05
NLD,curtailment,power,2024-12-19 20:00:00,1.6799236846836048e-05
NLD,curtailment,power,2024-12-19 21:00:00,1.5283395082216558e-05
NLD,curtailment,power,2024-12-19 22:00:00,1.767730451783609e-05
NLD,curtailment,power,2024-12-19 23:00:00,1.767741596753582e-05
NLD,curtailment,power,2024-12-20 00:00:00,1.7677445105411527e-05
NLD,curtailment,power,2024-12-20 01:00:00,1.767745378952355e-05
NLD,curtailment,power,2024-12-20 02:00:00,1.767745793511367e-05
NLD,curtailment,power,2024-12-20 03:00:00,1.7677457964293455e-05
NLD,curtailment,power,2024-12-20 04:00:00,1.7677456842469467e-05
NLD,curtailment,power,2024-12-20 05:00:00,1.7677456240414603e-05
NLD,curtailment,power,2024-12-20 06:00:00,1.7677454010319154e-05
NLD,curtailment,power,2024-12-20 07:00:00,1.7677404842743327e-05
NLD,curtailment,power,2024-12-20 08:00:00,1.294151210441902e-05
NLD,curtailment,power,2024-12-20 09:00:00,1.7677443908230717e-05
NLD,curtailment,power,2024-12-20 10:00:00,1.7677459634087532e-05
NLD,curtailment,power,2024-12-20 11:00:00,1.767746266072767e-05
NLD,curtailment,power,2024-12-20 12:00:00,1.7677463721641612e-05
NLD,curtailment,power,2024-12-20 13:00:00,1.767746393629326e-05
NLD,curtailment,power,2024-12-20 14:00:00,1.7677464845247595e-05
NLD,curtailment,power,2024-12-20 15:00:00,1.7677466501753256e-05
NLD,curtailment,power,2024-12-20 16:00:00,1.7677459827713897e-05
NLD,curtailment,power,2024-12-20 17:00:00,1.767736105490452e-05
NLD,curtailment,power,2024-12-20 18:00:00,4.285151137455934e-06
NLD,curtailment,power,2024-12-20 19:00:00,4.2851508232223776e-06
NLD,curtailment,power,2024-12-20 20:00:00,4.285150598544083e-06
NLD,curtailment,power,2024-12-20 21:00:00,4.2851509183957585e-06
NLD,curtailment,power,2024-12-20 22:00:00,1.5280773701887174e-05
NLD,curtailment,power,2024-12-20 23:00:00,1.7677381206982444e-05
NLD,curtailment,power,2024-12-21 00:00:00,1.76774207185414e-05
NLD,curtailment,power,2024-12-21 01:00:00,1.7677425257811834e-05
NLD,curtailment,power,2024-12-21 02:00:00,1.7677443258727263e-05
NLD,curtailment,power,2024-12-21 03:00:00,1.767744797523136e-05
NLD,curtailment,power,2024-12-21 04:00:00,1.7677451190592063e-05
NLD,curtailment,power,2024-12-21 05:00:00,1.767745128143476e-05
NLD,curtailment,power,2024-12-21 06:00:00,1.7677446445270306e-05
NLD,curtailment,power,2024-12-21 07:00:00,1.7677425391110155e-05
NLD,curtailment,power,2024-12-21 08:00:00,1.7677260567143614e-05
NLD,curtailment,power,2024-12-21 09:00:00,1.7677441235950785e-05
NLD,curtailment,power,2024-12-21 10:00:00,1.7677460002204094e-05
NLD,curtailment,power,2024-12-21 11:00:00,1.7677464408824128e-05
NLD,curtailment,power,2024-12-21 12:00:00,1.7677467572999213e-05
NLD,curtailment,power,2024-12-21 13:00:00,1.7677466662238163e-05
NLD,curtailment,power,2024-12-21 14:00:00,1.7677465692506923e-05
NLD,curtailment,power,2024-12-21 15:00:00,1.767746724476481e-05
NLD,curtailment,power,2024-12-21 16:00:00,1.767746152131792e-05
NLD,curtailment,power,2024-12-21 17:00:00,1.767743722590892e-05
NLD,curtailment,power,2024-12-21 18:00:00,1.4617874239273177e-05
NLD,curtailment,power,2024-12-21 19:00:00,4.285153373970727e-06
NLD,curtailment,power,2024-12-21 20:00:00,4.2851521722122535e-06
NLD,curtailment,power,2024-12-21 21:00:00,4.285152659119697e-06
NLD,curtailment,power,2024-12-21 22:00:00,1.5281224613444833e-05
NLD,curtailment,power,2024-12-21 23:00:00,1.7677364425346467e-05
NLD,curtailment,power,2024-12-22 00:00:00,1.7677430309604152e-05
NLD,curtailment,power,2024-12-22 01:00:00,1.7677442233837454e-05
NLD,curtailment,power,2024-12-22 02:00:00,1.7677450937252613e-05
NLD,curtailment,power,2024-12-22 03:00:00,1.7677455701809418e-05
NLD,curtailment,power,2024-12-22 04:00:00,1.76774576968893e-05
NLD,curtailment,power,2024-12-22 05:00:00,1.7677458519221954e-05
NLD,curtailment,power,2024-12-22 06:00:00,1.767745833960088e-05
NLD,curtailment,power,2024-12-22 07:00:00,1.7677455291079374e-05
NLD,curtailment,power,2024-12-22 08:00:00,1.7677453022376787e-05
NLD,curtailment,power,2024-12-22 09:00:00,1.7677459672892862e-05
NLD,curtailment,power,2024-12-22 10:00:00,1.7677467718402434e-05
NLD,curtailment,power,2024-12-22 11:00:00,1.7677475977229216e-05
NLD,curtailment,power,2024-12-22 12:00:00,1.767750466158337e-05
NLD,curtailment,power,2024-12-22 13:00:00,309.9042182729834
NLD,curtailment,power,2024-12-22 14:00:00,506.55411722918274
NLD,curtailment,power,2024-12-22 15:00:00,1.767750660573047e-05
NLD,curtailment,power,2024-12-22 16:00:00,1.7677472964440846e-05
NLD,curtailment,power,2024-12-22 17:00:00,1.7677462568163257e-05
NLD,curtailment,power,2024-12-22 18:00:00,1.767745149917942e-05
NLD,curtailment,power,2024-12-22 19:00:00,1.7677448779888916e-05
NLD,curtailment,power,2024-12-22 20:00:00,1.7677440939555065e-05
NLD,curtailment,power,2024-12-22 21:00:00,1.7677433222889217e-05
NLD,curtailment,power,2024-12-22 22:00:00,1.7677447846599446e-05
NLD,curtailment,power,2024-12-22 23:00:00,1.7677457366041104e-05
NLD,curtailment,power,2024-12-23 00:00:00,1.7677463615764933e-05
NLD,curtailment,power,2024-12-23 01:00:00,1.767746662569231e-05
NLD,curtailment,power,2024-12-23 02:00:00,1.7677468807941916e-05
NLD,curtailment,power,2024-12-23 03:00:00,1.767746949268888e-05
NLD,curtailment,power,2024-12-23 04:00:00,1.767746883468051e-05
NLD,curtailment,power,2024-12-23 05:00:00,1.7677467936416842e-05
NLD,curtailment,power,2024-12-23 06:00:00,1.7677465852281894e-05
NLD,curtailment,power,2024-12-23 07:00:00,1.767745902143264e-05
NLD,curtailment,power,2024-12-23 08:00:00,1.767745422826721e-05
NLD,curtailment,power,2024-12-23 09:00:00,1.7677460031304947e-05
NLD,curtailment,power,2024-12-23 10:00:00,1.7677468331775067e-05
NLD,curtailment,power,2024-12-23 11:00:00,1.7677485224031324e-05
NLD,curtailment,power,2024-12-23 12:00:00,1.7677476845166015e-05
NLD,curtailment,power,2024-12-23 13:00:00,1.767747888520516e-05
NLD,curtailment,power,2024-12-23 14:00:00,1.7677509809689487e-05
NLD,curtailment,power,2024-12-23 15:00:00,1.7677706131858078e-05
NLD,curtailment,power,2024-12-23 16:00:00,1.767746894304695e-05
NLD,curtailment,power,2024-12-23 17:00:00,1.767745752323394e-05
NLD,curtailment,power,2024-12-23 18:00:00,1.7677420970125743e-05
NLD,curtailment,power,2024-12-23 19:00:00,1.767738146759689e-05
NLD,curtailment,power,2024-12-23 20:00:00,1.6799394129413635e-05
NLD,curtailment,power,2024-12-23 21:00:00,1.6799673904073237e-05
NLD,curtailment,power,2024-12-23 22:00:00,1.7677424782607757e-05
NLD,curtailment,power,2024-12-23 23:00:00,1.7677450524295618e-05
NLD,curtailment,power,2024-12-24 00:00:00,1.7677456839384695e-05
NLD,curtailment,power,2024-12-24 01:00:00,1.7677461398810882e-05
NLD,curtailment,power,2024-12-24 02:00:00,1.7677463767713265e-05
NLD,curtailment,power,2024-12-24 03:00:00,1.7677465735678986e-05
NLD,curtailment,power,2024-12-24 04:00:00,1.7677466366822995e-05
NLD,curtailment,power,2024-12-24 05:00:00,1.767746561864153e-05
NLD,curtailment,power,2024-12-24 06:00:00,1.7677463037772418e-05
NLD,curtailment,power,2024-12-24 07:00:00,1.76774580135171e-05
NLD,curtailment,power,2024-12-24 08:00:00,1.767745227719466e-05
NLD,curtailment,power,2024-12-24 09:00:00,1.7677458572736005e-05
NLD,curtailment,power,2024-12-24 10:00:00,1.767746642622383e-05
NLD,curtailment,power,2024-12-24 11:00:00,1.7677477749462184e-05
NLD,curtailment,power,2024-12-24 12:00:00,1.7677486750169048e-05
NLD,curtailment,power,2024-12-24 13:00:00,1.767748419121166e-05
NLD,curtailment,power,2024-12-24 14:00:00,1.7677489164284396e-05
NLD,curtailment,power,2024-12-24 15:00:00,1.7677488026810167e-05
NLD,curtailment,power,2024-12-24 16:00:00,1.7677466140323186e-05
NLD,curtailment,power,2024-12-24 17:00:00,1.7677453626668577e-05
NLD,curtailment,power,2024-12-24 18:00:00,1.6799732229046127e-05
NLD,curtailment,power,2024-12-24 19:00:00,1.7677300762932585e-05
NLD,curtailment,power,2024-12-24 20:00:00,1.7677410984227784e-05
NLD,curtailment,power,2024-12-24 21:00:00,1.7677441346556754e-05
NLD,curtailment,power,2024-12-24 22:00:00,1.7677452558407646e-05
NLD,curtailment,power,2024-12-24 23:00:00,1.7677456488629246e-05
NLD,curtailment,power,2024-12-25 00:00:00,1.767745753864132e-05
NLD,curtailment,power,2024-12-25 01:00:00,1.767745880140118e-05
NLD,curtailment,power,2024-12-25 02:00:00,1.7677460286597696e-05
NLD,curtailment,power,2024-12-25 03:00:00,1.7677459498730962e-05
NLD,curtailment,power,2024-12-25 04:00:00,1.767745885943332e-05
NLD,curtailment,power,2024-12-25 05:00:00,1.76774595046442e-05
NLD,curtailment,power,2024-12-25 06:00:00,1.7677456286285462e-05
NLD,curtailment,power,2024-12-25 07:00:00,1.7677453327778325e-05
NLD,curtailment,power,2024-12-25 08:00:00,1.7677449806199896e-05
NLD,curtailment,power,2024-12-25 09:00:00,1.7677457713484966e-05
NLD,curtailment,power,2024-12-25 10:00:00,1.7677465066172435e-05
NLD,curtailment,power,2024-12-25 11:00:00,1.767746921302934e-05
NLD,curtailment,power,2024-12-25 12:00:00,1.7677469823882287e-05
NLD,curtailment,power,2024-12-25 13:00:00,1.7677469662226008e-05
NLD,curtailment,power,2024-12-25 14:00:00,1.7677470025383862e-05
NLD,curtailment,power,2024-12-25 15:00:00,1.7677470957903983e-05
NLD,curtailment,power,2024-12-25 16:00:00,1.7677463557938793e-05
NLD,curtailment,power,2024-12-25 17:00:00,1.7677445306629475e-05
NLD,curtailment,power,2024-12-25 18:00:00,1.5281179681664748e-05
NLD,curtailment,power,2024-12-25 19:00:00,1.679923759377198e-05
NLD,curtailment,power,2024-12-25 20:00:00,1.679908172121927e-05
NLD,curtailment,power,2024-12-25 21:00:00,4.285156600510043e-06
NLD,curtailment,power,2024-12-25 22:00:00,1.52813250576065e-05
NLD,curtailment,power,2024-12-25 23:00:00,1.7677297941855012e-05
NLD,curtailment,power,2024-12-26 00:00:00,1.7677172371590756e-05
NLD,curtailment,power,2024-12-26 01:00:00,1.7675744246970024e-05
NLD,curtailment,power,2024-12-26 02:00:00,1.7677408191596206e-05
NLD,curtailment,power,2024-12-26 03:00:00,1.767742784006092e-05
NLD,curtailment,power,2024-12-26 04:00:00,1.767743000567713e-05
NLD,curtailment,power,2024-12-26 05:00:00,1.7677432943835093e-05
NLD,curtailment,power,2024-12-26 06:00:00,1.7677430268299953e-05
NLD,curtailment,power,2024-12-26 07:00:00,1.7677282193082934e-05
NLD,curtailment,power,2024-12-26 08:00:00,1.4619965971544944e-05
NLD,curtailment,power,2024-12-26 09:00:00,1.5281692392289138e-05
NLD,curtailment,power,2024-12-26 10:00:00,1.7677444199236218e-05
NLD,curtailment,power,2024-12-26 11:00:00,1.767744901390051e-05
NLD,curtailment,power,2024-12-26 12:00:00,1.767745305888014e-05
NLD,curtailment,power,2024-12-26 13:00:00,1.7677452443138307e-05
NLD,curtailment,power,2024-12-26 14:00:00,1.7677452924313303e-05
NLD,curtailment,power,2024-12-26 15:00:00,1.7677458921030748e-05
NLD,curtailment,power,2024-12-26 16:00:00,1.767745349516266e-05
NLD,curtailment,power,2024-12-26 17:00:00,1.5280818944078244e-05
NLD,curtailment,power,2024-12-26 18:00:00,4.2851501904388385e-06
NLD,curtailment,power,2024-12-26 19:00:00,4.285150152622138e-06
NLD,curtailment,power,2024-12-26 20:00:00,4.285150125558879e-06
NLD,curtailment,power,2024-12-26 21:00:00,4.285150162458345e-06
NLD,curtailment,power,2024-12-26 22:00:00,4.285150798006329e-06
NLD,curtailment,power,2024-12-26 23:00:00,1.5281172108031187e-05
NLD,curtailment,power,2024-12-27 00:00:00,1.7677354092807823e-05
NLD,curtailment,power,2024-12-27 01:00:00,1.76774097546766e-05
NLD,curtailment,power,2024-12-27 02:00:00,1.7677403088246172e-05
NLD,curtailment,power,2024-12-27 03:00:00,1.7677426717778097e-05
NLD,curtailment,power,2024-12-27 04:00:00,1.7677433664278763e-05
NLD,curtailment,power,2024-12-27 05:00:00,1.7677425259256425e-05
NLD,curtailment,power,2024-12-27 06:00:00,1.767742479511815e-05
NLD,curtailment,power,2024-12-27 07:00:00,1.7677272749045368e-05
NLD,curtailment,power,2024-12-27 08:00:00,1.4013990309107074e-05
NLD,curtailment,power,2024-12-27 09:00:00,1.7676964108125255e-05
NLD,curtailment,power,2024-12-27 10:00:00,1.767744665260359e-05
NLD,curtailment,power,2024-12-27 11:00:00,1.767745597699077e-05
NLD,curtailment,power,2024-12-27 12:00:00,1.7677459656328855e-05
NLD,curtailment,power,2024-12-27 13:00:00,1.7677460139292785e-05
NLD,curtailment,power,2024-12-27 14:00:00,1.767745832351132e-05
NLD,curtailment,power,2024-12-27 15:00:00,1.7677461311974962e-05
NLD,curtailment,power,2024-12-27 16:00:00,1.767745660111392e-05
NLD,curtailment,power,2024-12-27 17:00:00,1.5280880362828538e-05
NLD,curtailment,power,2024-12-27 18:00:00,4.285150199113161e-06
NLD,curtailment,power,2024-12-27 19:00:00,4.285150121327347e-06
NLD,curtailment,power,2024-12-27 20:00:00,4.285150088982289e-06
NLD,curtailment,power,2024-12-27 21:00:00,4.285150106518175e-06
NLD,curtailment,power,2024-12-27 22:00:00,4.285150555392023e-06
NLD,curtailment,power,2024-12-27 23:00:00,1.5281047332482787e-05
NLD,curtailment,power,2024-12-28 00:00:00,1.7677163265082674e-05
NLD,curtailment,power,2024-12-28 01:00:00,1.767716734981349e-05
NLD,curtailment,power,2024-12-28 02:00:00,1.6799643458070314e-05
NLD,curtailment,power,2024-12-28 03:00:00,1.7676928092525464e-05
NLD,curtailment,power,2024-12-28 04:00:00,1.767734782420413e-05
NLD,curtailment,power,2024-12-28 05:00:00,1.7677332956362365e-05
NLD,curtailment,power,2024-12-28 06:00:00,1.679950357518379e-05
NLD,curtailment,power,2024-12-28 07:00:00,1.6799422567366582e-05
NLD,curtailment,power,2024-12-28 08:00:00,1.679798973785486e-05
NLD,curtailment,power,2024-12-28 09:00:00,1.6005446991009236e-05
NLD,curtailment,power,2024-12-28 10:00:00,1.767744063768499e-05
NLD,curtailment,power,2024-12-28 11:00:00,1.7677456908951443e-05
NLD,curtailment,power,2024-12-28 12:00:00,1.7677461256665906e-05
NLD,curtailment,power,2024-12-28 13:00:00,1.7677460480719758e-05
NLD,curtailment,power,2024-12-28 14:00:00,1.7677459243677605e-05
NLD,curtailment,power,2024-12-28 15:00:00,1.7677461339777375e-05
NLD,curtailment,power,2024-12-28 16:00:00,1.7677454180052305e-05
